chrom:genomepos	wtdmso	mtdmso
chr11:18399431-mod	6	2
chr11:18399431-unmod	81	91
chr11:18399444-mod	20	28
chr11:18399444-unmod	62	66
chr11:18399523-mod	7	7
chr11:18399523-unmod	57	77
chr11:18400847-mod	17	16
chr11:18400847-unmod	75	83
chr11:18400935-mod	22	20
chr11:18400935-unmod	68	81
chr11:18400980-mod	45	43
chr11:18400980-unmod	41	55
chr11:18402850-mod	5	5
chr11:18402850-unmod	84	94
chr11:18402996-mod	6	8
chr11:18402996-unmod	88	106
chr11:18403737-mod	2	1
chr11:18403737-unmod	96	109
chr11:18403758-mod	13	26
chr11:18403758-unmod	94	88
chr11:18403775-mod	5	5
chr11:18403775-unmod	97	115
chr11:18405466-mod	2	3
chr11:18405466-unmod	106	122
chr11:18405496-mod	12	16
chr11:18405496-unmod	87	99
chr11:18407169-mod	1	3
chr11:18407169-unmod	89	93
chr11:18407200-mod	5	8
chr11:18407200-unmod	112	119
chr11:18407206-mod	11	22
chr11:18407206-unmod	115	109
chr11:18407397-mod	36	41
chr11:18407397-unmod	23	23
chr11:18407604-mod	15	17
chr11:18407604-unmod	122	117
chr11:18407625-mod	37	41
chr11:18407625-unmod	90	90
chr11:18407733-mod	20	20
chr11:18407733-unmod	116	114
chr11:18407833-mod	1	1
chr11:18407833-unmod	91	94
chr11:18407840-mod	15	26
chr11:18407840-unmod	31	34
chr11:2377508-mod	8	5
chr11:2377508-unmod	66	39
chr11:2390496-mod	1	2
chr11:2390496-unmod	66	40
chr11:2395041-mod	5	4
chr11:2395041-unmod	63	22
chr11:2395443-mod	2	2
chr11:2395443-unmod	77	44
chr11:2395505-mod	4	3
chr11:2395505-unmod	86	46
chr11:2395872-mod	1	2
chr11:2395872-unmod	86	50
chr11:2395895-mod	12	8
chr11:2395895-unmod	69	41
chr11:2395904-mod	12	4
chr11:2395904-unmod	69	37
chr11:2395923-mod	5	1
chr11:2395923-unmod	89	51
chr11:2396631-mod	15	5
chr11:2396631-unmod	66	43
chr11:2396652-mod	7	3
chr11:2396652-unmod	86	52
chr11:2396849-mod	16	5
chr11:2396849-unmod	76	47
chr11:2396890-mod	6	5
chr11:2396890-unmod	72	46
chr11:2397019-mod	22	14
chr11:2397019-unmod	63	34
chr11:2397096-mod	10	7
chr11:2397096-unmod	90	48
chr11:2397183-mod	15	13
chr11:2397183-unmod	90	43
chr11:2397358-mod	14	13
chr11:2397358-unmod	60	32
chr11:2397382-mod	18	13
chr11:2397382-unmod	64	33
chr11:2929038-mod	4	3
chr11:2929038-unmod	20	9
chr11:2929188-mod	2	4
chr11:2929188-unmod	12	7
chr11:319798-mod	3	1
chr11:319798-unmod	39	44
chr11:319887-mod	1	1
chr11:319887-unmod	47	48
chr11:319919-mod	14	14
chr11:319919-unmod	37	35
chr11:319959-mod	1	2
chr11:319959-unmod	51	46
chr11:320607-mod	14	14
chr11:320607-unmod	29	25
chr11:32587066-mod	3	1
chr11:32587066-unmod	20	15
chr11:32594957-mod	2	1
chr11:32594957-unmod	29	18
chr11:32600701-mod	7	7
chr11:32600701-unmod	23	13
chr11:32601769-mod	2	1
chr11:32601769-unmod	34	20
chr11:32602358-mod	6	2
chr11:32602358-unmod	30	18
chr11:32602370-mod	2	2
chr11:32602370-unmod	36	21
chr11:33708935-mod	1	3
chr11:33708935-unmod	40	14
chr11:33709152-mod	2	1
chr11:33709152-unmod	38	14
chr11:33709237-mod	7	2
chr11:33709237-unmod	28	12
chr11:33709349-mod	15	5
chr11:33709349-unmod	17	11
chr11:33709366-mod	6	6
chr11:33709366-unmod	28	10
chr11:33709601-mod	10	3
chr11:33709601-unmod	44	18
chr11:33709696-mod	5	2
chr11:33709696-unmod	48	19
chr11:33709838-mod	1	1
chr11:33709838-unmod	36	16
chr11:33709889-mod	18	4
chr11:33709889-unmod	36	19
chr11:33709895-mod	7	1
chr11:33709895-unmod	45	22
chr11:33709966-mod	12	3
chr11:33709966-unmod	41	18
chr11:33710163-mod	14	10
chr11:33710163-unmod	83	58
chr11:33710199-mod	13	9
chr11:33710199-unmod	55	35
chr11:33710218-mod	29	25
chr11:33710218-unmod	68	44
chr11:33710228-mod	2	4
chr11:33710228-unmod	98	67
chr11:33710237-mod	17	10
chr11:33710237-unmod	69	51
chr11:33717428-mod	14	6
chr11:33717428-unmod	62	44
chr11:33722453-mod	4	3
chr11:33722453-unmod	61	39
chr11:35231699-mod	2	1
chr11:35231699-unmod	8	24
chr11:35231718-mod	1	1
chr11:35231718-unmod	9	23
chr11:35231752-mod	1	1
chr11:35231752-unmod	9	21
chr11:35231772-mod	1	2
chr11:35231772-unmod	10	22
chr11:3827023-mod	2	2
chr11:3827023-unmod	33	39
chr11:3827046-mod	6	5
chr11:3827046-unmod	34	40
chr11:3827050-mod	9	18
chr11:3827050-unmod	35	34
chr11:3827265-mod	4	9
chr11:3827265-unmod	36	38
chr11:3827315-mod	7	3
chr11:3827315-unmod	33	45
chr11:3827355-mod	11	16
chr11:3827355-unmod	29	31
chr11:3827475-mod	20	27
chr11:3827475-unmod	19	21
chr11:3827562-mod	4	4
chr11:3827562-unmod	33	38
chr11:3827767-mod	1	2
chr11:3827767-unmod	39	40
chr11:3827785-mod	22	25
chr11:3827785-unmod	17	23
chr11:3827968-mod	7	18
chr11:3827968-unmod	9	21
chr11:3827977-mod	10	15
chr11:3827977-unmod	28	35
chr11:3827983-mod	11	7
chr11:3827983-unmod	28	40
chr11:403123-mod	1	1
chr11:403123-unmod	11	20
chr11:403240-mod	2	1
chr11:403240-unmod	11	23
chr11:403689-mod	4	2
chr11:403689-unmod	8	12
chr11:403719-mod	1	4
chr11:403719-unmod	10	10
chr11:404077-mod	1	4
chr11:404077-unmod	10	19
chr11:404552-mod	1	4
chr11:404552-unmod	11	19
chr11:404615-mod	1	3
chr11:404615-unmod	10	8
chr11:494546-mod	1	8
chr11:494546-unmod	9	13
chr11:494742-mod	1	5
chr11:494742-unmod	27	25
chr11:498078-mod	5	6
chr11:498078-unmod	25	24
chr11:498482-mod	2	4
chr11:498482-unmod	26	24
chr11:498769-mod	2	2
chr11:498769-unmod	27	27
chr11:499863-mod	3	2
chr11:499863-unmod	9	12
chr11:499990-mod	5	5
chr11:499990-unmod	5	10
chr11:57551964-mod	1	2
chr11:57551964-unmod	9	8
chr11:61299616-mod	7	12
chr11:61299616-unmod	18	37
chr11:61299671-mod	1	3
chr11:61299671-unmod	22	48
chr11:61299970-mod	8	17
chr11:61299970-unmod	16	34
chr11:61300898-mod	2	3
chr11:61300898-unmod	20	41
chr11:61302350-mod	1	5
chr11:61302350-unmod	10	39
chr11:61313537-mod	1	5
chr11:61313537-unmod	9	16
chr11:61790541-mod	1	2
chr11:61790541-unmod	44	40
chr11:61790564-mod	5	7
chr11:61790564-unmod	40	35
chr11:61964622-mod	16	12
chr11:61964622-unmod	695	904
chr11:61964692-mod	29	25
chr11:61964692-unmod	665	895
chr11:61964745-mod	11	26
chr11:61964745-unmod	715	919
chr11:61964763-mod	16	28
chr11:61964763-unmod	654	817
chr11:61964818-mod	54	81
chr11:61964818-unmod	653	849
chr11:61964826-mod	11	19
chr11:61964826-unmod	731	923
chr11:61964872-mod	2	4
chr11:61964872-unmod	664	849
chr11:61964883-mod	22	38
chr11:61964883-unmod	671	871
chr11:61964993-mod	17	16
chr11:61964993-unmod	621	809
chr11:61965002-mod	5	8
chr11:61965002-unmod	607	788
chr11:61965013-mod	12	24
chr11:61965013-unmod	662	870
chr11:61965022-mod	162	228
chr11:61965022-unmod	462	586
chr11:61965095-mod	11	16
chr11:61965095-unmod	630	830
chr11:61965104-mod	10	14
chr11:61965104-unmod	502	685
chr11:61965405-mod	5	16
chr11:61965405-unmod	670	894
chr11:61965422-mod	12	12
chr11:61965422-unmod	569	787
chr11:61965434-mod	57	69
chr11:61965434-unmod	605	824
chr11:61965477-mod	24	29
chr11:61965477-unmod	595	833
chr11:61965501-mod	6	11
chr11:61965501-unmod	385	597
chr11:61967378-mod	38	52
chr11:61967378-unmod	496	691
chr11:61967390-mod	77	76
chr11:61967390-unmod	458	694
chr11:61967501-mod	92	101
chr11:61967501-unmod	379	579
chr11:61967574-mod	7	25
chr11:61967574-unmod	465	680
chr11:62515960-mod	4	3
chr11:62515960-unmod	49	19
chr11:62516062-mod	14	2
chr11:62516062-unmod	36	17
chr11:62516285-mod	4	2
chr11:62516285-unmod	31	15
chr11:62516362-mod	5	1
chr11:62516362-unmod	31	16
chr11:62516409-mod	7	4
chr11:62516409-unmod	25	14
chr11:62516470-mod	6	4
chr11:62516470-unmod	25	13
chr11:62516569-mod	2	2
chr11:62516569-unmod	33	14
chr11:62559607-mod	25	21
chr11:62559607-unmod	125	191
chr11:62559612-mod	61	88
chr11:62559612-unmod	316	388
chr11:62559677-mod	172	228
chr11:62559677-unmod	290	365
chr11:62559767-mod	10	5
chr11:62559767-unmod	419	546
chr11:62559789-mod	7	12
chr11:62559789-unmod	381	501
chr11:62559814-mod	10	11
chr11:62559814-unmod	407	513
chr11:62560130-mod	37	48
chr11:62560130-unmod	362	462
chr11:62560174-mod	7	13
chr11:62560174-unmod	314	415
chr11:62560308-mod	6	5
chr11:62560308-unmod	399	520
chr11:62560318-mod	66	97
chr11:62560318-unmod	346	438
chr11:62560409-mod	27	28
chr11:62560409-unmod	349	487
chr11:62566829-mod	16	23
chr11:62566829-unmod	360	477
chr11:62566976-mod	35	49
chr11:62566976-unmod	324	422
chr11:62566992-mod	9	6
chr11:62566992-unmod	375	498
chr11:62567426-mod	16	42
chr11:62567426-unmod	347	443
chr11:62571004-mod	19	13
chr11:62571004-unmod	277	360
chr11:62571014-mod	6	6
chr11:62571014-unmod	311	388
chr11:62571038-mod	21	26
chr11:62571038-unmod	275	341
chr11:62571542-mod	3	1
chr11:62571542-unmod	259	333
chr11:62572627-mod	2	2
chr11:62572627-unmod	266	320
chr11:62572719-mod	15	24
chr11:62572719-unmod	227	262
chr11:62572741-mod	8	7
chr11:62572741-unmod	194	261
chr11:62624872-mod	3	2
chr11:62624872-unmod	10	10
chr11:62625251-mod	4	5
chr11:62625251-unmod	18	23
chr11:62625289-mod	1	1
chr11:62625289-unmod	9	12
chr11:62625306-mod	1	1
chr11:62625306-unmod	19	15
chr11:62761620-mod	1	3
chr11:62761620-unmod	10	8
chr11:62766652-mod	1	2
chr11:62766652-unmod	9	8
chr11:62881033-mod	11	8
chr11:62881033-unmod	33	2
chr11:62881991-mod	17	10
chr11:62881991-unmod	60	41
chr11:62882952-mod	21	12
chr11:62882952-unmod	66	45
chr11:62884508-mod	2	1
chr11:62884508-unmod	73	50
chr11:62885192-mod	2	5
chr11:62885192-unmod	83	52
chr11:62885196-mod	1	3
chr11:62885196-unmod	93	59
chr11:62885255-mod	2	6
chr11:62885255-unmod	92	52
chr11:62885485-mod	14	6
chr11:62885485-unmod	35	17
chr11:62885548-mod	6	2
chr11:62885548-unmod	84	60
chr11:62888180-mod	2	1
chr11:62888180-unmod	84	40
chr11:62888209-mod	6	5
chr11:62888209-unmod	82	56
chr11:62888418-mod	3	2
chr11:62888418-unmod	73	36
chr11:62888446-mod	33	19
chr11:62888446-unmod	59	38
chr11:62888472-mod	8	3
chr11:62888472-unmod	61	28
chr11:62888530-mod	16	15
chr11:62888530-unmod	82	50
chr11:62888580-mod	8	5
chr11:62888580-unmod	87	57
chr11:62888644-mod	13	7
chr11:62888644-unmod	86	60
chr11:62888692-mod	9	2
chr11:62888692-unmod	32	19
chr11:62888703-mod	4	6
chr11:62888703-unmod	74	43
chr11:62888709-mod	22	7
chr11:62888709-unmod	46	21
chr11:62888784-mod	23	18
chr11:62888784-unmod	65	43
chr11:62888805-mod	17	7
chr11:62888805-unmod	68	46
chr11:63974633-mod	2	1
chr11:63974633-unmod	34	24
chr11:63976257-mod	2	2
chr11:63976257-unmod	76	83
chr11:63976299-mod	2	1
chr11:63976299-unmod	69	81
chr11:63976348-mod	9	14
chr11:63976348-unmod	59	59
chr11:63976353-mod	12	9
chr11:63976353-unmod	46	43
chr11:63976451-mod	4	2
chr11:63976451-unmod	63	69
chr11:63976537-mod	1	2
chr11:63976537-unmod	31	49
chr11:63988381-mod	4	1
chr11:63988381-unmod	6	14
chr11:63996530-mod	1	3
chr11:63996530-unmod	10	11
chr11:64235877-mod	3	9
chr11:64235877-unmod	8	19
chr11:64235928-mod	6	5
chr11:64235928-unmod	23	25
chr11:64236306-mod	6	10
chr11:64236306-unmod	22	21
chr11:64237186-mod	1	1
chr11:64237186-unmod	12	25
chr11:64237218-mod	3	3
chr11:64237218-unmod	8	24
chr11:64237645-mod	2	1
chr11:64237645-unmod	24	32
chr11:64238376-mod	3	8
chr11:64238376-unmod	27	27
chr11:64238405-mod	1	7
chr11:64238405-unmod	23	27
chr11:64238459-mod	2	1
chr11:64238459-unmod	31	35
chr11:64238505-mod	5	5
chr11:64238505-unmod	27	28
chr11:64238568-mod	7	7
chr11:64238568-unmod	23	28
chr11:64238586-mod	1	2
chr11:64238586-unmod	32	34
chr11:64238750-mod	19	14
chr11:64238750-unmod	11	18
chr11:64238756-mod	5	7
chr11:64238756-unmod	25	27
chr11:64244531-mod	4	1
chr11:64244531-unmod	18	31
chr11:64244552-mod	8	8
chr11:64244552-unmod	34	31
chr11:64244561-mod	7	9
chr11:64244561-unmod	27	32
chr11:64244672-mod	6	3
chr11:64244672-unmod	38	47
chr11:64244716-mod	2	9
chr11:64244716-unmod	47	41
chr11:64244948-mod	5	1
chr11:64244948-unmod	46	52
chr11:64245269-mod	27	19
chr11:64245269-unmod	26	32
chr11:64246491-mod	1	1
chr11:64246491-unmod	40	37
chr11:64246598-mod	4	7
chr11:64246598-unmod	29	32
chr11:64316369-mod	3	1
chr11:64316369-unmod	18	11
chr11:64316651-mod	6	2
chr11:64316651-unmod	5	10
chr11:64316765-mod	2	1
chr11:64316765-unmod	37	49
chr11:64316829-mod	7	6
chr11:64316829-unmod	29	44
chr11:64316871-mod	1	1
chr11:64316871-unmod	39	51
chr11:64317520-mod	1	2
chr11:64317520-unmod	16	25
chr11:64318220-mod	4	1
chr11:64318220-unmod	23	16
chr11:64319782-mod	2	1
chr11:64319782-unmod	62	72
chr11:64319791-mod	9	1
chr11:64319791-unmod	57	68
chr11:64320660-mod	1	3
chr11:64320660-unmod	63	63
chr11:64320753-mod	9	14
chr11:64320753-unmod	65	62
chr11:64321633-mod	2	3
chr11:64321633-unmod	67	70
chr11:64321791-mod	1	2
chr11:64321791-unmod	26	42
chr11:64765821-mod	3	1
chr11:64765821-unmod	13	10
chr11:65018581-mod	3	3
chr11:65018581-unmod	11	9
chr11:65018629-mod	2	2
chr11:65018629-unmod	12	9
chr11:65018695-mod	6	2
chr11:65018695-unmod	19	8
chr11:65020461-mod	3	1
chr11:65020461-unmod	8	9
chr11:65021850-mod	4	5
chr11:65021850-unmod	9	6
chr11:65021855-mod	2	3
chr11:65021855-unmod	14	9
chr11:65088055-mod	1	1
chr11:65088055-unmod	11	28
chr11:65120775-mod	1	1
chr11:65120775-unmod	176	193
chr11:65121532-mod	50	52
chr11:65121532-unmod	142	157
chr11:65121767-mod	3	9
chr11:65121767-unmod	157	174
chr11:65122100-mod	9	10
chr11:65122100-unmod	164	178
chr11:65208085-mod	1	2
chr11:65208085-unmod	9	28
chr11:65209336-mod	1	1
chr11:65209336-unmod	9	22
chr11:65210442-mod	1	2
chr11:65210442-unmod	11	32
chr11:65210824-mod	1	2
chr11:65210824-unmod	11	28
chr11:65211463-mod	5	19
chr11:65211463-unmod	7	19
chr11:65211505-mod	8	29
chr11:65211505-unmod	4	9
chr11:65211659-mod	2	12
chr11:65211659-unmod	9	27
chr11:65211885-mod	6	21
chr11:65211885-unmod	4	14
chr11:65211896-mod	5	23
chr11:65211896-unmod	7	15
chr11:65653624-mod	3	5
chr11:65653624-unmod	8	9
chr11:65653646-mod	2	6
chr11:65653646-unmod	11	7
chr11:65653771-mod	2	2
chr11:65653771-unmod	11	9
chr11:65654095-mod	4	2
chr11:65654095-unmod	8	13
chr11:65654411-mod	6	6
chr11:65654411-unmod	5	5
chr11:65654435-mod	1	5
chr11:65654435-unmod	13	5
chr11:65654597-mod	3	1
chr11:65654597-unmod	10	12
chr11:65854845-mod	9	14
chr11:65854845-unmod	114	135
chr11:65854856-mod	12	14
chr11:65854856-unmod	99	101
chr11:65854921-mod	6	3
chr11:65854921-unmod	129	150
chr11:65854973-mod	14	28
chr11:65854973-unmod	131	152
chr11:65855129-mod	9	9
chr11:65855129-unmod	139	168
chr11:65855189-mod	18	26
chr11:65855189-unmod	112	134
chr11:65855193-mod	3	5
chr11:65855193-unmod	102	109
chr11:65855253-mod	2	1
chr11:65855253-unmod	96	110
chr11:65855402-mod	6	6
chr11:65855402-unmod	127	154
chr11:65855423-mod	1	3
chr11:65855423-unmod	133	160
chr11:65855656-mod	2	1
chr11:65855656-unmod	130	149
chr11:65856009-mod	25	24
chr11:65856009-unmod	112	134
chr11:65856058-mod	4	4
chr11:65856058-unmod	123	149
chr11:65856108-mod	9	11
chr11:65856108-unmod	126	151
chr11:65856117-mod	4	5
chr11:65856117-unmod	108	137
chr11:65920627-mod	1	1
chr11:65920627-unmod	25	19
chr11:65920644-mod	1	1
chr11:65920644-unmod	21	16
chr11:65920648-mod	1	1
chr11:65920648-unmod	25	18
chr11:65920896-mod	2	1
chr11:65920896-unmod	34	19
chr11:66003830-mod	3	1
chr11:66003830-unmod	14	10
chr11:66004094-mod	5	4
chr11:66004094-unmod	9	6
chr11:6611009-mod	5	6
chr11:6611009-unmod	36	27
chr11:6611420-mod	4	10
chr11:6611420-unmod	35	21
chr11:6611436-mod	11	5
chr11:6611436-unmod	32	29
chr11:6611697-mod	1	2
chr11:6611697-unmod	37	28
chr11:6612003-mod	3	2
chr11:6612003-unmod	32	29
chr11:6612036-mod	2	2
chr11:6612036-unmod	24	27
chr11:66276257-mod	2	2
chr11:66276257-unmod	21	15
chr11:66276432-mod	3	3
chr11:66276432-unmod	21	25
chr11:66276614-mod	9	12
chr11:66276614-unmod	24	28
chr11:66276691-mod	6	9
chr11:66276691-unmod	20	33
chr11:66276717-mod	3	5
chr11:66276717-unmod	29	35
chr11:66276725-mod	8	5
chr11:66276725-unmod	25	36
chr11:66276926-mod	6	4
chr11:66276926-unmod	28	39
chr11:66277432-mod	8	3
chr11:66277432-unmod	27	45
chr11:66284636-mod	3	2
chr11:66284636-unmod	16	11
chr11:66284701-mod	3	5
chr11:66284701-unmod	14	9
chr11:66287674-mod	5	5
chr11:66287674-unmod	12	9
chr11:66288153-mod	1	1
chr11:66288153-unmod	14	10
chr11:6682014-mod	3	5
chr11:6682014-unmod	7	12
chr11:6682181-mod	5	7
chr11:6682181-unmod	5	12
chr11:67065974-mod	4	4
chr11:67065974-unmod	16	18
chr11:67066821-mod	4	12
chr11:67066821-unmod	28	31
chr11:67070484-mod	2	1
chr11:67070484-unmod	26	39
chr11:67070500-mod	1	1
chr11:67070500-unmod	11	31
chr11:67070515-mod	2	5
chr11:67070515-unmod	23	39
chr11:67070547-mod	3	6
chr11:67070547-unmod	24	37
chr11:67071498-mod	1	3
chr11:67071498-unmod	26	32
chr11:67071646-mod	1	2
chr11:67071646-unmod	31	44
chr11:67071691-mod	2	2
chr11:67071691-unmod	27	42
chr11:67071699-mod	9	19
chr11:67071699-unmod	23	26
chr11:67071757-mod	25	40
chr11:67071757-unmod	2	5
chr11:67071851-mod	1	2
chr11:67071851-unmod	27	40
chr11:67071922-mod	2	7
chr11:67071922-unmod	28	32
chr11:67071952-mod	9	20
chr11:67071952-unmod	23	24
chr11:67071989-mod	4	9
chr11:67071989-unmod	27	32
chr11:67351868-mod	4	1
chr11:67351868-unmod	6	11
chr11:67398331-mod	6	4
chr11:67398331-unmod	30	33
chr11:67398589-mod	5	4
chr11:67398589-unmod	28	26
chr11:67398810-mod	6	4
chr11:67398810-unmod	30	35
chr11:67399078-mod	4	2
chr11:67399078-unmod	27	28
chr11:67399096-mod	3	2
chr11:67399096-unmod	30	28
chr11:67399150-mod	3	1
chr11:67399150-unmod	22	27
chr11:67399622-mod	10	5
chr11:67399622-unmod	20	25
chr11:67399642-mod	2	1
chr11:67399642-unmod	30	27
chr11:67400756-mod	1	2
chr11:67400756-unmod	31	26
chr11:67400831-mod	1	3
chr11:67400831-unmod	27	20
chr11:67438149-mod	2	3
chr11:67438149-unmod	11	8
chr11:67438806-mod	3	1
chr11:67438806-unmod	10	9
chr11:67438944-mod	1	1
chr11:67438944-unmod	12	9
chr11:67440258-mod	1	1
chr11:67440258-unmod	11	10
chr11:67440406-mod	2	2
chr11:67440406-unmod	10	9
chr11:67441128-mod	4	1
chr11:67441128-unmod	6	9
chr11:67441438-mod	3	2
chr11:67441438-unmod	7	9
chr11:67584528-mod	14	21
chr11:67584528-unmod	188	225
chr11:67584718-mod	9	17
chr11:67584718-unmod	303	360
chr11:67585152-mod	8	6
chr11:67585152-unmod	333	413
chr11:67585176-mod	10	7
chr11:67585176-unmod	322	396
chr11:67585200-mod	31	28
chr11:67585200-unmod	304	388
chr11:67586119-mod	3	3
chr11:67586119-unmod	362	444
chr11:67586176-mod	9	11
chr11:67586176-unmod	358	435
chr11:67586190-mod	2	3
chr11:67586190-unmod	281	365
chr11:67586206-mod	5	6
chr11:67586206-unmod	268	324
chr11:67586401-mod	50	56
chr11:67586401-unmod	249	328
chr11:67586416-mod	20	16
chr11:67586416-unmod	295	384
chr11:67586545-mod	142	168
chr11:67586545-unmod	212	265
chr11:67586588-mod	66	67
chr11:67586588-unmod	241	291
chr11:67586628-mod	26	34
chr11:67586628-unmod	265	317
chr11:68032163-mod	1	4
chr11:68032163-unmod	17	23
chr11:68032286-mod	2	3
chr11:68032286-unmod	28	23
chr11:68032931-mod	6	10
chr11:68032931-unmod	24	21
chr11:68032966-mod	5	7
chr11:68032966-unmod	24	23
chr11:68032970-mod	2	2
chr11:68032970-unmod	29	29
chr11:68032996-mod	5	8
chr11:68032996-unmod	15	32
chr11:68033144-mod	6	7
chr11:68033144-unmod	13	21
chr11:68036297-mod	2	1
chr11:68036297-unmod	25	32
chr11:68036310-mod	2	1
chr11:68036310-unmod	26	31
chr11:68036537-mod	1	2
chr11:68036537-unmod	18	28
chr11:68036576-mod	2	2
chr11:68036576-unmod	29	41
chr11:72754865-mod	1	1
chr11:72754865-unmod	12	22
chr11:75400722-mod	150	203
chr11:75400722-unmod	298	389
chr11:75400798-mod	34	54
chr11:75400798-unmod	367	459
chr11:75401640-mod	105	157
chr11:75401640-unmod	338	431
chr11:75401681-mod	142	181
chr11:75401681-unmod	357	489
chr11:75401685-mod	97	115
chr11:75401685-unmod	399	564
chr11:75402419-mod	6	7
chr11:75402419-unmod	519	687
chr11:75404091-mod	30	20
chr11:75404091-unmod	540	713
chr11:75404100-mod	23	25
chr11:75404100-unmod	514	686
chr11:75404153-mod	4	4
chr11:75404153-unmod	547	701
chr11:75404162-mod	5	6
chr11:75404162-unmod	604	768
chr11:75404174-mod	4	2
chr11:75404174-unmod	468	631
chr11:75404202-mod	4	3
chr11:75404202-unmod	360	497
chr11:75404710-mod	58	69
chr11:75404710-unmod	457	596
chr11:75404749-mod	21	22
chr11:75404749-unmod	540	706
chr11:75404768-mod	56	66
chr11:75404768-unmod	494	641
chr11:75404807-mod	16	15
chr11:75404807-unmod	431	553
chr11:75405661-mod	2	13
chr11:75405661-unmod	472	597
chr11:758960-mod	4	2
chr11:758960-unmod	20	19
chr11:764862-mod	1	1
chr11:764862-unmod	30	21
chr11:78069882-mod	4	4
chr11:78069882-unmod	25	40
chr11:78069913-mod	2	2
chr11:78069913-unmod	28	44
chr11:78069927-mod	4	3
chr11:78069927-unmod	23	44
chr11:78073050-mod	3	1
chr11:78073050-unmod	23	46
chr11:78079668-mod	1	2
chr11:78079668-unmod	11	26
chr11:78079720-mod	4	2
chr11:78079720-unmod	22	40
chr11:7987706-mod	1	4
chr11:7987706-unmod	95	89
chr11:7991782-mod	15	14
chr11:7991782-unmod	88	90
chr11:7992121-mod	41	35
chr11:7992121-unmod	56	61
chr11:7992903-mod	4	3
chr11:7992903-unmod	87	83
chr11:7994450-mod	8	4
chr11:7994450-unmod	108	112
chr11:7994477-mod	5	2
chr11:7994477-unmod	103	98
chr11:7994984-mod	4	1
chr11:7994984-unmod	110	108
chr11:7995027-mod	9	13
chr11:7995027-unmod	111	102
chr11:7995038-mod	2	1
chr11:7995038-unmod	122	117
chr11:7995335-mod	2	2
chr11:7995335-unmod	113	115
chr11:7995945-mod	3	4
chr11:7995945-unmod	114	112
chr11:7995959-mod	7	7
chr11:7995959-unmod	83	86
chr11:7996006-mod	2	3
chr11:7996006-unmod	115	117
chr11:7996068-mod	19	21
chr11:7996068-unmod	97	94
chr11:7996136-mod	12	13
chr11:7996136-unmod	104	97
chr11:810005-mod	5	5
chr11:810005-unmod	442	411
chr11:810298-mod	4	4
chr11:810298-unmod	425	407
chr11:810316-mod	11	5
chr11:810316-unmod	429	410
chr11:811621-mod	1	1
chr11:811621-unmod	505	467
chr11:812810-mod	54	48
chr11:812810-unmod	432	389
chr11:833009-mod	2	4
chr11:833009-unmod	22	27
chr11:836385-mod	5	3
chr11:836385-unmod	29	36
chr11:836428-mod	1	2
chr11:836428-unmod	31	42
chr11:837253-mod	15	19
chr11:837253-unmod	16	28
chr11:837280-mod	2	9
chr11:837280-unmod	32	35
chr11:837288-mod	2	1
chr11:837288-unmod	31	43
chr11:837324-mod	1	2
chr11:837324-unmod	33	48
chr11:837337-mod	3	1
chr11:837337-unmod	26	32
chr11:837490-mod	10	20
chr11:837490-unmod	19	24
chr11:837965-mod	1	3
chr11:837965-unmod	31	47
chr11:838306-mod	3	8
chr11:838306-unmod	30	37
chr11:838533-mod	6	6
chr11:838533-unmod	46	61
chr11:840230-mod	1	1
chr11:840230-unmod	27	35
chr11:840339-mod	1	2
chr11:840339-unmod	33	44
chr11:840360-mod	3	6
chr11:840360-unmod	30	44
chr11:8683209-mod	61	70
chr11:8683209-unmod	601	555
chr11:8683219-mod	1	3
chr11:8683219-unmod	670	599
chr11:8683227-mod	36	32
chr11:8683227-unmod	671	609
chr11:8684770-mod	20	7
chr11:8684770-unmod	721	658
chr11:8684800-mod	36	22
chr11:8684800-unmod	674	625
chr11:8684811-mod	80	75
chr11:8684811-unmod	630	586
chr11:8684825-mod	157	149
chr11:8684825-unmod	466	407
chr11:8684856-mod	4	10
chr11:8684856-unmod	610	564
chr11:8685837-mod	16	15
chr11:8685837-unmod	355	352
chr12:103946921-mod	5	2
chr12:103946921-unmod	20	8
chr12:103947733-mod	1	1
chr12:103947733-unmod	23	12
