chrom:genomepos	wtdmso	wtcsc
chr11:119015928-mod	9	15
chr11:119015928-unmod	377	482
chr11:119015937-mod	17	30
chr11:119015937-unmod	348	432
chr11:119017439-mod	1	1
chr11:119017439-unmod	383	489
chr11:119017446-mod	4	8
chr11:119017446-unmod	381	463
chr11:119017473-mod	3	6
chr11:119017473-unmod	374	470
chr11:119017492-mod	1	5
chr11:119017492-unmod	365	452
chr11:119017507-mod	109	174
chr11:119017507-unmod	292	320
chr11:119017519-mod	9	12
chr11:119017519-unmod	352	446
chr11:119017985-mod	22	22
chr11:119017985-unmod	369	463
chr11:119017994-mod	10	20
chr11:119017994-unmod	374	462
chr11:119018000-mod	1	1
chr11:119018000-unmod	363	469
chr11:120111434-mod	1	1
chr11:120111434-unmod	12	22
chr11:120111553-mod	1	1
chr11:120111553-unmod	11	20
chr11:120111739-mod	1	4
chr11:120111739-unmod	11	17
chr11:120112201-mod	1	1
chr11:120112201-unmod	10	9
chr11:120112220-mod	2	3
chr11:120112220-unmod	9	8
chr11:120118263-mod	1	1
chr11:120118263-unmod	9	9
chr11:120118275-mod	3	2
chr11:120118275-unmod	8	10
chr11:123057512-mod	1	8
chr11:123057512-unmod	57	97
chr11:123057592-mod	10	32
chr11:123057592-unmod	54	71
chr11:123057680-mod	11	31
chr11:123057680-unmod	34	67
chr11:123057895-mod	26	47
chr11:123057895-unmod	55	87
chr11:123057918-mod	2	6
chr11:123057918-unmod	60	92
chr11:123058309-mod	4	10
chr11:123058309-unmod	52	83
chr11:123058405-mod	3	7
chr11:123058405-unmod	48	90
chr11:123058636-mod	5	4
chr11:123058636-unmod	43	86
chr11:123058773-mod	16	23
chr11:123058773-unmod	40	73
chr11:123058805-mod	3	2
chr11:123058805-unmod	49	87
chr11:123059083-mod	1	9
chr11:123059083-unmod	36	60
chr11:123059102-mod	1	1
chr11:123059102-unmod	43	73
chr11:123059150-mod	6	19
chr11:123059150-unmod	36	61
chr11:123059168-mod	4	9
chr11:123059168-unmod	38	68
chr11:123059518-mod	11	30
chr11:123059518-unmod	41	58
chr11:123059648-mod	1	6
chr11:123059648-unmod	38	64
chr11:123059669-mod	1	6
chr11:123059669-unmod	39	69
chr11:123059680-mod	19	35
chr11:123059680-unmod	23	39
chr11:123059825-mod	1	1
chr11:123059825-unmod	40	70
chr11:123059837-mod	2	6
chr11:123059837-unmod	32	51
chr11:123060192-mod	5	14
chr11:123060192-unmod	29	38
chr11:123061139-mod	4	6
chr11:123061139-unmod	25	47
chr11:123061215-mod	4	7
chr11:123061215-unmod	25	42
chr11:123061312-mod	2	2
chr11:123061312-unmod	21	34
chr11:130129171-mod	3	1
chr11:130129171-unmod	12	17
chr11:130133634-mod	2	2
chr11:130133634-unmod	13	26
chr11:130133665-mod	2	2
chr11:130133665-unmod	15	26
chr11:130140425-mod	3	7
chr11:130140425-unmod	14	25
chr11:130141509-mod	5	15
chr11:130141509-unmod	14	20
chr11:130141943-mod	1	2
chr11:130141943-unmod	21	34
chr11:130143383-mod	8	6
chr11:130143383-unmod	25	31
chr11:130143561-mod	5	3
chr11:130143561-unmod	25	31
chr11:130143570-mod	19	24
chr11:130143570-unmod	19	14
chr11:130143578-mod	16	16
chr11:130143578-unmod	18	26
chr11:130143601-mod	15	19
chr11:130143601-unmod	21	16
chr11:130143754-mod	7	9
chr11:130143754-unmod	26	26
chr11:130143805-mod	2	3
chr11:130143805-unmod	36	35
chr11:130143957-mod	16	13
chr11:130143957-unmod	35	25
chr11:130143986-mod	2	2
chr11:130143986-unmod	50	37
chr11:130144010-mod	4	7
chr11:130144010-unmod	48	38
chr11:130144299-mod	7	7
chr11:130144299-unmod	50	36
chr11:130144318-mod	4	5
chr11:130144318-unmod	43	35
chr11:130144428-mod	3	5
chr11:130144428-unmod	55	49
chr11:130144480-mod	3	3
chr11:130144480-unmod	50	44
chr11:130144493-mod	4	5
chr11:130144493-unmod	43	48
chr11:130144512-mod	6	5
chr11:130144512-unmod	52	52
chr11:130144649-mod	15	19
chr11:130144649-unmod	37	26
chr11:130144689-mod	3	1
chr11:130144689-unmod	46	42
chr11:130144726-mod	1	6
chr11:130144726-unmod	60	49
chr11:17074394-mod	7	7
chr11:17074394-unmod	131	175
chr11:17075127-mod	4	7
chr11:17075127-unmod	406	488
chr11:17075537-mod	6	10
chr11:17075537-unmod	363	467
chr11:17075575-mod	106	161
chr11:17075575-unmod	290	353
chr11:17077201-mod	1	5
chr11:17077201-unmod	391	479
chr11:17077233-mod	6	15
chr11:17077233-unmod	307	370
chr11:1752790-mod	2	3
chr11:1752790-unmod	89	108
chr11:1752832-mod	10	16
chr11:1752832-unmod	82	102
chr11:1752913-mod	25	31
chr11:1752913-unmod	76	97
chr11:1752953-mod	13	13
chr11:1752953-unmod	91	110
chr11:1753230-mod	1	2
chr11:1753230-unmod	84	118
chr11:1753542-mod	4	8
chr11:1753542-unmod	60	70
chr11:1753620-mod	4	1
chr11:1753620-unmod	67	82
chr11:1753815-mod	1	6
chr11:1753815-unmod	74	96
chr11:1754081-mod	3	4
chr11:1754081-unmod	61	81
chr11:1754115-mod	2	5
chr11:1754115-unmod	68	85
chr11:1755025-mod	1	4
chr11:1755025-unmod	43	59
chr11:1757347-mod	3	13
chr11:1757347-unmod	54	65
chr11:1758978-mod	2	10
chr11:1758978-unmod	42	47
chr11:1759534-mod	2	2
chr11:1759534-unmod	48	62
chr11:1761318-mod	3	1
chr11:1761318-unmod	47	58
chr11:1761349-mod	1	2
chr11:1761349-unmod	38	49
chr11:1761402-mod	4	7
chr11:1761402-unmod	47	50
chr11:1761433-mod	1	4
chr11:1761433-unmod	36	38
chr11:18269203-mod	1	1
chr11:18269203-unmod	38	29
chr11:18269278-mod	11	5
chr11:18269278-unmod	28	25
chr11:18269763-mod	5	5
chr11:18269763-unmod	33	28
chr11:18396889-mod	5	18
chr11:18396889-unmod	50	43
chr11:18399431-mod	6	9
chr11:18399431-unmod	81	93
chr11:18399444-mod	20	35
chr11:18399444-unmod	62	61
chr11:18399523-mod	7	6
chr11:18399523-unmod	57	75
chr11:18400836-mod	3	1
chr11:18400836-unmod	87	102
chr11:18400847-mod	17	23
chr11:18400847-unmod	75	79
chr11:18400935-mod	22	26
chr11:18400935-unmod	68	73
chr11:18400980-mod	45	49
chr11:18400980-unmod	41	49
chr11:18402850-mod	5	9
chr11:18402850-unmod	84	86
chr11:18402996-mod	6	12
chr11:18402996-unmod	88	106
chr11:18403737-mod	2	1
chr11:18403737-unmod	96	104
chr11:18403758-mod	13	25
chr11:18403758-unmod	94	99
chr11:18403775-mod	5	16
chr11:18403775-unmod	97	115
chr11:18405466-mod	2	7
chr11:18405466-unmod	106	126
chr11:18405496-mod	12	16
chr11:18405496-unmod	87	106
chr11:18407169-mod	1	9
chr11:18407169-unmod	89	100
chr11:18407200-mod	5	12
chr11:18407200-unmod	112	123
chr11:18407206-mod	11	27
chr11:18407206-unmod	115	115
chr11:18407397-mod	36	54
chr11:18407397-unmod	23	24
chr11:18407407-mod	1	1
chr11:18407407-unmod	125	138
chr11:18407604-mod	15	36
chr11:18407604-unmod	122	103
chr11:18407625-mod	37	60
chr11:18407625-unmod	90	76
chr11:18407733-mod	20	26
chr11:18407733-unmod	116	110
chr11:18407840-mod	15	27
chr11:18407840-unmod	31	27
chr11:2377508-mod	8	10
chr11:2377508-unmod	66	56
chr11:2395041-mod	5	9
chr11:2395041-unmod	63	57
chr11:2395443-mod	2	4
chr11:2395443-unmod	77	70
chr11:2395505-mod	4	3
chr11:2395505-unmod	86	81
chr11:2395872-mod	1	10
chr11:2395872-unmod	86	67
chr11:2395895-mod	12	20
chr11:2395895-unmod	69	54
chr11:2395904-mod	12	12
chr11:2395904-unmod	69	48
chr11:2395923-mod	5	2
chr11:2395923-unmod	89	82
chr11:2396631-mod	15	13
chr11:2396631-unmod	66	54
chr11:2396652-mod	7	20
chr11:2396652-unmod	86	62
chr11:2396849-mod	16	11
chr11:2396849-unmod	76	76
chr11:2396890-mod	6	14
chr11:2396890-unmod	72	55
chr11:2396919-mod	1	3
chr11:2396919-unmod	91	77
chr11:2397019-mod	22	22
chr11:2397019-unmod	63	55
chr11:2397096-mod	10	21
chr11:2397096-unmod	90	68
chr11:2397183-mod	15	10
chr11:2397183-unmod	90	84
chr11:2397358-mod	14	17
chr11:2397358-unmod	60	51
chr11:2397382-mod	18	16
chr11:2397382-unmod	64	56
chr11:319798-mod	3	9
chr11:319798-unmod	39	73
chr11:319887-mod	1	3
chr11:319887-unmod	47	90
chr11:319919-mod	14	33
chr11:319919-unmod	37	63
chr11:319959-mod	1	5
chr11:319959-unmod	51	96
chr11:320607-mod	14	27
chr11:320607-unmod	29	55
chr11:32587066-mod	3	10
chr11:32587066-unmod	20	32
chr11:32587079-mod	3	5
chr11:32587079-unmod	24	36
chr11:32588611-mod	4	11
chr11:32588611-unmod	24	33
chr11:32588723-mod	2	7
chr11:32588723-unmod	28	37
chr11:32589565-mod	1	10
chr11:32589565-unmod	30	34
chr11:32594957-mod	2	5
chr11:32594957-unmod	29	43
chr11:32600701-mod	7	11
chr11:32600701-unmod	23	34
chr11:32600772-mod	1	2
chr11:32600772-unmod	34	52
chr11:32601769-mod	2	8
chr11:32601769-unmod	34	45
chr11:32602358-mod	6	12
chr11:32602358-unmod	30	42
chr11:32602370-mod	2	7
chr11:32602370-unmod	36	58
chr11:33708935-mod	1	4
chr11:33708935-unmod	40	36
chr11:33709152-mod	2	6
chr11:33709152-unmod	38	29
chr11:33709163-mod	1	1
chr11:33709163-unmod	38	35
chr11:33709237-mod	7	10
chr11:33709237-unmod	28	23
chr11:33709349-mod	15	13
chr11:33709349-unmod	17	17
chr11:33709366-mod	6	7
chr11:33709366-unmod	28	29
chr11:33709553-mod	1	1
chr11:33709553-unmod	56	53
chr11:33709601-mod	10	14
chr11:33709601-unmod	44	40
chr11:33709696-mod	5	3
chr11:33709696-unmod	48	46
chr11:33709889-mod	18	13
chr11:33709889-unmod	36	39
chr11:33709895-mod	7	8
chr11:33709895-unmod	45	43
chr11:33709966-mod	12	10
chr11:33709966-unmod	41	41
chr11:33710163-mod	14	32
chr11:33710163-unmod	83	82
chr11:33710181-mod	1	5
chr11:33710181-unmod	101	104
chr11:33710199-mod	13	24
chr11:33710199-unmod	55	53
chr11:33710218-mod	29	40
chr11:33710218-unmod	68	70
chr11:33710228-mod	2	6
chr11:33710228-unmod	98	111
chr11:33710237-mod	17	17
chr11:33710237-unmod	69	81
chr11:33717428-mod	14	23
chr11:33717428-unmod	62	57
chr11:33722453-mod	4	11
chr11:33722453-unmod	61	56
chr11:35231718-mod	1	1
chr11:35231718-unmod	9	10
chr11:3827023-mod	2	4
chr11:3827023-unmod	33	51
chr11:3827046-mod	6	6
chr11:3827046-unmod	34	52
chr11:3827050-mod	9	25
chr11:3827050-unmod	35	36
chr11:3827265-mod	4	9
chr11:3827265-unmod	36	44
chr11:3827315-mod	7	5
chr11:3827315-unmod	33	56
chr11:3827355-mod	11	16
chr11:3827355-unmod	29	47
chr11:3827475-mod	20	42
chr11:3827475-unmod	19	21
chr11:3827562-mod	4	4
chr11:3827562-unmod	33	54
chr11:3827767-mod	1	4
chr11:3827767-unmod	39	56
chr11:3827785-mod	22	32
chr11:3827785-unmod	17	24
chr11:3827915-mod	1	4
chr11:3827915-unmod	28	47
chr11:3827968-mod	7	30
chr11:3827968-unmod	9	26
chr11:3827977-mod	10	29
chr11:3827977-unmod	28	31
chr11:3827983-mod	11	10
chr11:3827983-unmod	28	55
chr11:397422-mod	1	5
chr11:397422-unmod	9	12
chr11:400335-mod	1	4
chr11:400335-unmod	9	28
chr11:400565-mod	1	3
chr11:400565-unmod	9	17
chr11:400637-mod	1	9
chr11:400637-unmod	11	16
chr11:403123-mod	1	1
chr11:403123-unmod	11	34
chr11:403240-mod	2	4
chr11:403240-unmod	11	35
chr11:403689-mod	4	11
chr11:403689-unmod	8	28
chr11:403719-mod	1	4
chr11:403719-unmod	10	19
chr11:404077-mod	1	5
chr11:404077-unmod	10	29
chr11:404312-mod	3	7
chr11:404312-unmod	10	30
chr11:404552-mod	1	4
chr11:404552-unmod	11	35
chr11:404615-mod	1	3
chr11:404615-unmod	10	19
chr11:404751-mod	2	12
chr11:404751-unmod	10	19
chr11:47565728-mod	4	4
chr11:47565728-unmod	7	10
chr11:47571605-mod	10	16
chr11:47571605-unmod	1	2
chr11:47571623-mod	3	3
chr11:47571623-unmod	7	10
chr11:47571648-mod	5	5
chr11:47571648-unmod	6	12
chr11:47571694-mod	1	1
chr11:47571694-unmod	9	10
chr11:494546-mod	1	2
chr11:494546-unmod	9	22
chr11:494742-mod	1	3
chr11:494742-unmod	27	38
chr11:495029-mod	3	3
chr11:495029-unmod	28	50
chr11:498078-mod	5	18
chr11:498078-unmod	25	32
chr11:498482-mod	2	5
chr11:498482-unmod	26	39
chr11:498769-mod	2	4
chr11:498769-unmod	27	43
chr11:498894-mod	2	7
chr11:498894-unmod	20	29
chr11:499116-mod	2	6
chr11:499116-unmod	25	31
chr11:499855-mod	1	1
chr11:499855-unmod	12	32
chr11:499863-mod	3	9
chr11:499863-unmod	9	24
chr11:499990-mod	5	11
chr11:499990-unmod	5	25
chr11:57551747-mod	3	10
chr11:57551747-unmod	8	27
chr11:57551759-mod	5	6
chr11:57551759-unmod	18	34
chr11:57551826-mod	1	1
chr11:57551826-unmod	21	41
chr11:57551964-mod	1	2
chr11:57551964-unmod	9	39
chr11:57552172-mod	3	16
chr11:57552172-unmod	7	21
chr11:57552296-mod	11	29
chr11:57552296-unmod	1	4
chr11:57554465-mod	3	8
chr11:57554465-unmod	7	23
chr11:57741894-mod	5	2
chr11:57741894-unmod	14	13
chr11:57742130-mod	1	2
chr11:57742130-unmod	15	14
chr11:57742886-mod	3	1
chr11:57742886-unmod	16	13
chr11:57742900-mod	4	2
chr11:57742900-unmod	16	11
chr11:61299616-mod	7	10
chr11:61299616-unmod	18	22
chr11:61299671-mod	1	3
chr11:61299671-unmod	22	26
chr11:61299970-mod	8	13
chr11:61299970-unmod	16	18
chr11:61300898-mod	2	4
chr11:61300898-unmod	20	22
chr11:61302350-mod	1	2
chr11:61302350-unmod	10	12
chr11:61313537-mod	1	6
chr11:61313537-unmod	9	6
chr11:61790541-mod	1	3
chr11:61790541-unmod	44	54
chr11:61790564-mod	5	17
chr11:61790564-unmod	40	49
chr11:61964622-mod	16	29
chr11:61964622-unmod	695	1525
chr11:61964692-mod	29	83
chr11:61964692-unmod	665	1462
chr11:61964745-mod	11	38
chr11:61964745-unmod	715	1548
chr11:61964763-mod	16	70
chr11:61964763-unmod	654	1346
chr11:61964818-mod	54	164
chr11:61964818-unmod	653	1385
chr11:61964826-mod	11	49
chr11:61964826-unmod	731	1600
chr11:61964872-mod	2	15
chr11:61964872-unmod	664	1492
chr11:61964883-mod	22	84
chr11:61964883-unmod	671	1497
chr11:61964993-mod	17	35
chr11:61964993-unmod	621	1416
chr11:61965002-mod	5	20
chr11:61965002-unmod	607	1357
chr11:61965013-mod	12	100
chr11:61965013-unmod	662	1440
chr11:61965022-mod	162	533
chr11:61965022-unmod	462	816
chr11:61965095-mod	11	47
chr11:61965095-unmod	630	1438
chr11:61965104-mod	10	48
chr11:61965104-unmod	502	1151
chr11:61965405-mod	5	49
chr11:61965405-unmod	670	1494
chr11:61965422-mod	12	53
chr11:61965422-unmod	569	1296
chr11:61965434-mod	57	188
chr11:61965434-unmod	605	1313
chr11:61965477-mod	24	70
chr11:61965477-unmod	595	1364
chr11:61965501-mod	6	27
chr11:61965501-unmod	385	957
chr11:61967378-mod	38	130
chr11:61967378-unmod	496	1115
chr11:61967390-mod	77	266
chr11:61967390-unmod	458	1010
chr11:61967501-mod	92	232
chr11:61967501-unmod	379	873
chr11:61967574-mod	7	74
chr11:61967574-unmod	465	1058
chr11:62515960-mod	4	3
chr11:62515960-unmod	49	35
chr11:62516062-mod	14	15
chr11:62516062-unmod	36	21
chr11:62516285-mod	4	2
chr11:62516285-unmod	31	29
chr11:62516362-mod	5	6
chr11:62516362-unmod	31	24
chr11:62516409-mod	7	9
chr11:62516409-unmod	25	19
chr11:62516470-mod	6	3
chr11:62516470-unmod	25	13
chr11:62516569-mod	2	3
chr11:62516569-unmod	33	16
chr11:62516901-mod	7	2
chr11:62516901-unmod	20	11
chr11:62559607-mod	25	30
chr11:62559607-unmod	125	142
chr11:62559612-mod	61	88
chr11:62559612-unmod	316	368
chr11:62559677-mod	172	218
chr11:62559677-unmod	290	354
chr11:62559767-mod	10	14
chr11:62559767-unmod	419	524
chr11:62559789-mod	7	18
chr11:62559789-unmod	381	484
chr11:62559814-mod	10	16
chr11:62559814-unmod	407	508
chr11:62560130-mod	37	47
chr11:62560130-unmod	362	461
chr11:62560174-mod	7	21
chr11:62560174-unmod	314	383
chr11:62560308-mod	6	6
chr11:62560308-unmod	399	493
chr11:62560318-mod	66	103
chr11:62560318-unmod	346	388
chr11:62560409-mod	27	39
chr11:62560409-unmod	349	445
chr11:62566829-mod	16	30
chr11:62566829-unmod	360	433
chr11:62566976-mod	35	48
chr11:62566976-unmod	324	385
chr11:62566992-mod	9	14
chr11:62566992-unmod	375	441
chr11:62567426-mod	16	40
chr11:62567426-unmod	347	408
chr11:62571004-mod	19	21
chr11:62571004-unmod	277	350
chr11:62571014-mod	6	11
chr11:62571014-unmod	311	387
chr11:62571038-mod	21	46
chr11:62571038-unmod	275	329
chr11:62571542-mod	3	6
chr11:62571542-unmod	259	330
chr11:62572627-mod	2	1
chr11:62572627-unmod	266	336
chr11:62572719-mod	15	25
chr11:62572719-unmod	227	274
chr11:62572741-mod	8	15
chr11:62572741-unmod	194	239
chr11:62624872-mod	3	10
chr11:62624872-unmod	10	16
chr11:62625251-mod	4	9
chr11:62625251-unmod	18	20
chr11:62625289-mod	1	3
chr11:62625289-unmod	9	24
chr11:62625306-mod	1	2
chr11:62625306-unmod	19	25
chr11:62676906-mod	2	3
chr11:62676906-unmod	11	33
chr11:62677533-mod	2	1
chr11:62677533-unmod	12	32
chr11:62761604-mod	4	6
chr11:62761604-unmod	6	8
chr11:62761620-mod	1	11
chr11:62761620-unmod	10	18
chr11:62765186-mod	1	3
chr11:62765186-unmod	10	24
chr11:62880985-mod	2	1
chr11:62880985-unmod	19	59
chr11:62881033-mod	11	28
chr11:62881033-unmod	33	51
chr11:62881991-mod	17	31
chr11:62881991-unmod	60	81
chr11:62882952-mod	21	30
chr11:62882952-unmod	66	111
chr11:62882976-mod	1	3
chr11:62882976-unmod	78	113
chr11:62884508-mod	2	2
chr11:62884508-unmod	73	111
chr11:62884686-mod	1	9
chr11:62884686-unmod	88	131
chr11:62885192-mod	2	8
chr11:62885192-unmod	83	116
chr11:62885196-mod	1	13
chr11:62885196-unmod	93	133
chr11:62885255-mod	2	19
chr11:62885255-unmod	92	121
chr11:62885485-mod	14	32
chr11:62885485-unmod	35	41
chr11:62885548-mod	6	8
chr11:62885548-unmod	84	142
chr11:62888180-mod	2	1
chr11:62888180-unmod	84	121
chr11:62888209-mod	6	25
chr11:62888209-unmod	82	101
chr11:62888343-mod	2	2
chr11:62888343-unmod	99	165
chr11:62888418-mod	3	12
chr11:62888418-unmod	73	103
chr11:62888446-mod	33	44
chr11:62888446-unmod	59	114
chr11:62888472-mod	8	14
chr11:62888472-unmod	61	97
chr11:62888530-mod	16	52
chr11:62888530-unmod	82	113
chr11:62888580-mod	8	12
chr11:62888580-unmod	87	146
chr11:62888644-mod	13	27
chr11:62888644-unmod	86	147
chr11:62888692-mod	9	31
chr11:62888692-unmod	32	42
chr11:62888703-mod	4	20
chr11:62888703-unmod	74	102
chr11:62888709-mod	22	40
chr11:62888709-unmod	46	62
chr11:62888784-mod	23	51
chr11:62888784-unmod	65	95
chr11:62888805-mod	17	21
chr11:62888805-unmod	68	123
chr11:63758386-mod	7	9
chr11:63758386-unmod	3	1
chr11:63758398-mod	3	6
chr11:63758398-unmod	8	16
chr11:63758523-mod	1	1
chr11:63758523-unmod	9	10
chr11:63758967-mod	1	6
chr11:63758967-unmod	10	17
chr11:63974633-mod	2	3
chr11:63974633-unmod	34	34
chr11:63976257-mod	2	3
chr11:63976257-unmod	76	77
chr11:63976299-mod	2	1
chr11:63976299-unmod	69	78
chr11:63976348-mod	9	9
chr11:63976348-unmod	59	60
chr11:63976353-mod	12	19
chr11:63976353-unmod	46	42
chr11:63976451-mod	4	4
chr11:63976451-unmod	63	60
chr11:63976537-mod	1	2
chr11:63976537-unmod	31	43
chr11:63988381-mod	4	3
chr11:63988381-unmod	6	18
chr11:63996530-mod	1	3
chr11:63996530-unmod	10	18
chr11:64235877-mod	3	26
chr11:64235877-unmod	8	18
chr11:64235928-mod	6	12
chr11:64235928-unmod	23	36
chr11:64236306-mod	6	11
chr11:64236306-unmod	22	35
chr11:64237186-mod	1	2
chr11:64237186-unmod	12	43
chr11:64237200-mod	2	4
chr11:64237200-unmod	26	42
chr11:64237218-mod	3	4
chr11:64237218-unmod	8	38
chr11:64237469-mod	1	3
chr11:64237469-unmod	21	39
chr11:64237645-mod	2	2
chr11:64237645-unmod	24	46
chr11:64238376-mod	3	8
chr11:64238376-unmod	27	44
chr11:64238405-mod	1	6
chr11:64238405-unmod	23	47
chr11:64238459-mod	2	4
chr11:64238459-unmod	31	52
chr11:64238505-mod	5	11
chr11:64238505-unmod	27	46
chr11:64238568-mod	7	19
chr11:64238568-unmod	23	37
chr11:64238586-mod	1	2
chr11:64238586-unmod	32	53
chr11:64238750-mod	19	32
chr11:64238750-unmod	11	22
chr11:64238756-mod	5	13
chr11:64238756-unmod	25	40
chr11:64244531-mod	4	10
chr11:64244531-unmod	18	44
chr11:64244552-mod	8	14
chr11:64244552-unmod	34	63
chr11:64244561-mod	7	11
chr11:64244561-unmod	27	78
chr11:64244672-mod	6	14
chr11:64244672-unmod	38	74
chr11:64244716-mod	2	7
chr11:64244716-unmod	47	90
chr11:64244799-mod	1	2
chr11:64244799-unmod	40	81
chr11:64244948-mod	5	16
chr11:64244948-unmod	46	79
chr11:64245269-mod	27	49
chr11:64245269-unmod	26	52
chr11:64246491-mod	1	5
chr11:64246491-unmod	40	85
chr11:64246598-mod	4	19
chr11:64246598-unmod	29	67
chr11:64246665-mod	2	7
chr11:64246665-unmod	20	52
chr11:64316369-mod	3	6
chr11:64316369-unmod	18	27
chr11:64316651-mod	6	9
chr11:64316651-unmod	5	23
chr11:64316750-mod	1	4
chr11:64316750-unmod	40	52
chr11:64316765-mod	2	7
chr11:64316765-unmod	37	47
chr11:64316829-mod	7	16
chr11:64316829-unmod	29	38
chr11:64316871-mod	1	5
chr11:64316871-unmod	39	50
chr11:64317520-mod	1	3
chr11:64317520-unmod	16	22
chr11:64318220-mod	4	4
chr11:64318220-unmod	23	47
chr11:64319782-mod	2	2
chr11:64319782-unmod	62	113
chr11:64319791-mod	9	2
chr11:64319791-unmod	57	111
chr11:64320660-mod	1	12
chr11:64320660-unmod	63	89
chr11:64320753-mod	9	21
chr11:64320753-unmod	65	101
chr11:64321009-mod	1	3
chr11:64321009-unmod	77	134
chr11:64321633-mod	2	6
chr11:64321633-unmod	67	117
chr11:64765363-mod	1	3
chr11:64765363-unmod	9	9
chr11:64765453-mod	2	2
chr11:64765453-unmod	9	11
chr11:64765473-mod	6	2
chr11:64765473-unmod	4	10
chr11:64765816-mod	3	3
chr11:64765816-unmod	7	13
chr11:64765821-mod	3	10
chr11:64765821-unmod	13	23
chr11:64765905-mod	2	2
chr11:64765905-unmod	13	21
chr11:64765914-mod	2	5
chr11:64765914-unmod	9	7
chr11:64767614-mod	1	2
chr11:64767614-unmod	10	10
chr11:65018581-mod	3	6
chr11:65018581-unmod	11	15
chr11:65018629-mod	2	7
chr11:65018629-unmod	12	13
chr11:65018695-mod	6	8
chr11:65018695-unmod	19	13
chr11:65020461-mod	3	4
chr11:65020461-unmod	8	17
chr11:65021733-mod	1	2
chr11:65021733-unmod	23	21
chr11:65021790-mod	3	1
chr11:65021790-unmod	22	22
chr11:65021850-mod	4	9
chr11:65021850-unmod	9	11
chr11:65021855-mod	2	3
chr11:65021855-unmod	14	17
chr11:65088311-mod	1	8
chr11:65088311-unmod	9	29
chr11:65120775-mod	1	1
chr11:65120775-unmod	176	236
chr11:65121532-mod	50	69
chr11:65121532-unmod	142	185
chr11:65121767-mod	3	13
chr11:65121767-unmod	157	209
chr11:65122100-mod	9	18
chr11:65122100-unmod	164	199
chr11:65208085-mod	1	2
chr11:65208085-unmod	9	29
chr11:65209336-mod	1	3
chr11:65209336-unmod	9	25
chr11:65210442-mod	1	2
chr11:65210442-unmod	11	30
chr11:65210824-mod	1	2
chr11:65210824-unmod	11	28
chr11:65210861-mod	2	2
chr11:65210861-unmod	9	31
chr11:65211463-mod	5	17
chr11:65211463-unmod	7	18
chr11:65211505-mod	8	20
chr11:65211505-unmod	4	11
chr11:65211659-mod	2	10
chr11:65211659-unmod	9	28
chr11:65211885-mod	6	9
chr11:65211885-unmod	4	10
chr11:65211896-mod	5	18
chr11:65211896-unmod	7	22
chr11:65211970-mod	1	3
chr11:65211970-unmod	9	31
chr11:65653624-mod	3	3
chr11:65653624-unmod	8	16
chr11:65653646-mod	2	5
chr11:65653646-unmod	11	17
chr11:65653771-mod	2	8
chr11:65653771-unmod	11	12
chr11:65654095-mod	4	13
chr11:65654095-unmod	8	19
chr11:65654411-mod	6	15
chr11:65654411-unmod	5	2
chr11:65654435-mod	1	3
chr11:65654435-unmod	13	26
chr11:65654597-mod	3	2
chr11:65654597-unmod	10	24
chr11:65854845-mod	9	15
chr11:65854845-unmod	114	151
chr11:65854856-mod	12	19
chr11:65854856-unmod	99	115
chr11:65854921-mod	6	7
chr11:65854921-unmod	129	153
chr11:65854973-mod	14	22
chr11:65854973-unmod	131	157
chr11:65855129-mod	9	6
chr11:65855129-unmod	139	184
chr11:65855189-mod	18	31
chr11:65855189-unmod	112	140
chr11:65855193-mod	3	4
chr11:65855193-unmod	102	127
chr11:65855253-mod	2	1
chr11:65855253-unmod	96	126
chr11:65855402-mod	6	12
chr11:65855402-unmod	127	147
chr11:65855423-mod	1	8
chr11:65855423-unmod	133	154
chr11:65855656-mod	2	1
chr11:65855656-unmod	130	156
chr11:65855974-mod	3	2
chr11:65855974-unmod	123	162
