inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	alternative_acceptor	RNF216	chr7:5741816-5752845	-	0.461	0.461	0.461	0.461	0.181	0.181	0.181	28.46	1.06e-05	-28.000000000000004
inclusion	N	alternative_first_exon	RPS11	chr19:49496472-49497193	+	0.99	0.99	0.99	0.99	0.999	0.999	0.999	28.37	1.11e-05	0.9000000000000057
inclusion	K	alternative_first_exon	TMEM91	chr19:41376855-41378280	+	0.735	0.735	0.735	0.735	0.983	0.983	0.983	28.34	1.12e-05	24.799999999999997
inclusion	K	intron_retention	DELE1	chr5:141938905-141939505	+	0.762	0.762	0.762	0.762	0.382	0.382	0.382	28.11	1.25e-05	-38.0
inclusion	N	cassette	PLD3	chr19:40365553-40365585	+	0.637	0.637	0.637	0.637	0.429	0.429	0.429	28.04	1.29e-05	-20.800000000000004
inclusion	N	alternative_acceptor	DCAF11	chr14:24115393-24115514	+	0.268	0.268	0.268	0.268	0.109	0.109	0.109	27.89	1.39e-05	-15.9
inclusion	K	alternative_acceptor	PROM2	chr2:95289007-95289223	+	0.852	0.852	0.852	0.852	0.971	0.971	0.971	27.83	1.43e-05	11.899999999999991
inclusion	K	cassette	ALDH4A1	chr1:18886464-18886511	-	0.702	0.702	0.702	0.702	0.97	0.97	0.97	27.7	1.52e-05	26.80000000000001
inclusion	N	alternative_last_exon	ZNF384	chr12:6678711-6678945	-	0.736	0.736	0.736	0.736	0.913	0.913	0.913	27.64	1.55e-05	17.700000000000003
inclusion	K	cassette	RAB9A	chrX:13703814-13703902	+	0.492	0.492	0.492	0.492	0.805	0.805	0.805	27.58	1.6e-05	31.299999999999997
inclusion	K	alternative_first_exon	MECP2	chrX:154032558-154097603	-	0.506	0.506	0.506	0.506	0.831	0.831	0.831	27.46	1.68e-05	32.49999999999999
inclusion	K	alternative_first_exon	SREBF1	chr17:17820522-17823517	-	0.126	0.126	0.126	0.126	0.376	0.376	0.376	27.3	1.82e-05	25.0
inclusion	K	alternative_last_exon	MFF	chr2:227325428-227330625,chr2:227325428-227328677	+	0.907	0.907	0.907	0.907	0.991	0.991	0.991	27.19	1.92e-05	8.399999999999991
inclusion	N	alternative_donor	THOC3	chr5:175918173-175961050	-	0.004	0.004	0.004	0.004	0.107	0.107	0.107	27.02	2.09e-05	10.299999999999999
inclusion	K	alternative_acceptor	ZC3H11A	chr1:203795795-203796292	+	0.561	0.561	0.561	0.561	0.91	0.91	0.91	26.73	2.39e-05	34.89999999999999
inclusion	N	cassette	DRAM1	chr12:101914174-101914232	+	0.726	0.726	0.726	0.726	0.986	0.986	0.986	26.74	2.39e-05	26.0
inclusion	K	intron_retention	ALS2CL	chr3:46674740-46675617	.	0.31	0.31	0.31	0.31	0.116	0.116	0.116	26.72	2.4e-05	-19.4
inclusion	N	cassette	AC058822.1	chr4:53391430-53391498	+	0.584	0.584	0.584	0.584	0.317	0.317	0.317	26.63	2.49e-05	-26.7
inclusion	N	alternative_first_exon	TM7SF3	chr12:26975659-26976259	-	0.788	0.788	0.788	0.788	0.922	0.922	0.922	26.6	2.53e-05	13.400000000000006
inclusion	N	cassette	DNAJC5	chr20:63931109-63931182	+	0.249	0.249	0.249	0.249	0.426	0.426	0.426	26.38	2.8e-05	17.700000000000003
inclusion	N	intron_retention	CASP8	chr2:201258155-201266486	+	0.793	0.793	0.793	0.793	0.194	0.194	0.194	26.31	2.89e-05	-59.89999999999999
inclusion	N	cassette	ASAP2	chr2:9318524-9318598	+	0.915	0.915	0.915	0.915	0.729	0.729	0.729	26.26	2.97e-05	-18.60000000000001
inclusion	K	alternative_last_exon	ARID1B	chr6:157174118-157174846	+	0.834	0.834	0.834	0.834	0.993	0.993	0.993	26.2	3.04e-05	15.900000000000006
inclusion	K	cassette	ARID1B	chr6:157036835-157036876	+	0.263	0.263	0.263	0.263	0.599	0.599	0.599	26.05	3.26e-05	33.599999999999994
inclusion	K	cassette	TPD52L1	chr6:125253717-125253755	+	0.267	0.267	0.267	0.267	0.124	0.124	0.124	25.97	3.38e-05	-14.300000000000002
inclusion	N	cassette	KARS1	chr16:75644283-75644462	-	0.22	0.22	0.22	0.22	0.109	0.109	0.109	25.95	3.41e-05	-11.1
inclusion	K	intron_retention	C2orf49	chr2:105342975-105343100	+	0.313	0.313	0.313	0.313	0.56	0.56	0.56	25.93	3.43e-05	24.700000000000006
inclusion	N	alternative_donor	AC245041.2	chr10:47985988-47987930	-	0.574	0.574	0.574	0.574	0.125	0.125	0.125	25.9	3.46e-05	-44.9
inclusion	N	alternative_acceptor	TMSB10	chr2:84905719-84905825	+	0.03	0.03	0.03	0.03	0.012	0.012	0.012	25.79	3.64e-05	-1.8
inclusion	K	alternative_last_exon	ST7	chr7:117222063-117222860	+	0.621	0.621	0.621	0.621	0.404	0.404	0.404	25.75	3.68e-05	-21.699999999999996
inclusion	N	cassette	UCKL1	chr20:63943653-63943669	-	0.931	0.931	0.931	0.931	0.781	0.781	0.781	25.76	3.68e-05	-15.0
inclusion	K	alternative_last_exon	SNHG8	chr4:118278793-118279106,chr4:118278793-118278943,chr4:118278793-118278933	+	0.907	0.907	0.907	0.907	0.782	0.782	0.782	25.59	3.97e-05	-12.5
inclusion	N	alternative_last_exon	HMGCL	chr1:23808216-23816674,chr1:23808324-23816674	-	0.267	0.267	0.267	0.267	0.061	0.061	0.061	25.59	3.97e-05	-20.6
inclusion	K	alternative_last_exon	NIPAL3	chr1:24464121-24466003	+	0.188	0.188	0.188	0.188	0.064	0.064	0.064	25.54	4.02e-05	-12.4
inclusion	N	cassette	ATP5F1C	chr10:7806974-7807010	+	0.772	0.772	0.772	0.772	0.922	0.922	0.922	25.54	4.02e-05	15.0
inclusion	K	alternative_first_exon	SEC14L2	chr22:30399719-30406341	+	0.835	0.835	0.835	0.835	0.951	0.951	0.951	25.38	4.35e-05	11.599999999999994
inclusion	K	alternative_last_exon	HNRNPR	chr1:23341018-23344210,chr1:23341021-23344210	-	0.456	0.456	0.456	0.456	0.722	0.722	0.722	25.33	4.43e-05	26.6
inclusion	K	alternative_donor	U2AF1L5	chr21:6487413-6492130	-	0.275	0.275	0.275	0.275	0.682	0.682	0.682	25.27	4.56e-05	40.7
inclusion	N	alternative_last_exon	UBE2A	chrX:119575401-119581506	+	0.659	0.659	0.659	0.659	0.864	0.864	0.864	25.22	4.66e-05	20.5
inclusion	K	alternative_last_exon	KLC1	chr14:103679546-103684985	+	0.196	0.196	0.196	0.196	0.425	0.425	0.425	25.18	4.73e-05	22.9
inclusion	K	alternative_last_exon	CTTN	chr11:70420511-70421469	+	0.746	0.746	0.746	0.746	0.532	0.532	0.532	25.15	4.76e-05	-21.39999999999999
inclusion	N	cassette	TEAD4	chr12:2959948-2960196	+	0.514	0.514	0.514	0.514	0.809	0.809	0.809	25.16	4.76e-05	29.500000000000007
inclusion	N	cassette	ITGB1BP1	chr2:9414178-9414256	-	0.903	0.903	0.903	0.903	0.992	0.992	0.992	25.14	4.77e-05	8.900000000000006
inclusion	N	cassette	WBP1	chr2:74458832-74458919	+	0.179	0.179	0.179	0.179	0.043	0.043	0.043	25.13	4.78e-05	-13.599999999999998
inclusion	K	alternative_last_exon	FIP1L1	chr4:53428184-53440581	+	0.342	0.342	0.342	0.342	0.154	0.154	0.154	25.11	4.8e-05	-18.800000000000004
inclusion	N	cassette	PPIA	chr7:44798748-44798814	+	0.027	0.027	0.027	0.027	0.008	0.008	0.008	25.1	4.8e-05	-1.9000000000000001
inclusion	K	cassette	LIAS	chr4:39465285-39465342	+	0.988	0.988	0.988	0.988	0.663	0.663	0.663	25.02	4.97e-05	-32.5
inclusion	K	cassette	TPD52L1	chr6:125257098-125257158	+	0.373	0.373	0.373	0.373	0.214	0.214	0.214	24.99	5.04e-05	-15.899999999999999
inclusion	K	intron_retention	KLC1	chr14:103685037-103685637	+	0.61	0.61	0.61	0.61	0.31	0.31	0.31	24.98	5.04e-05	-30.0
inclusion	K	alternative_acceptor	MED24	chr17:40053636-40054360	-	0.347	0.347	0.347	0.347	0.615	0.615	0.615	24.94	5.13e-05	26.800000000000004
inclusion	K	intron_retention	MAP4	chr3:47852939-47853162	-	0.528	0.528	0.528	0.528	0.697	0.697	0.697	24.92	5.15e-05	16.899999999999984
inclusion	N	cassette	CSDE1	chr1:114737471-114737563	-	0.234	0.234	0.234	0.234	0.12	0.12	0.12	24.88	5.23e-05	-11.400000000000002
inclusion	K	alternative_last_exon	PRRC2C	chr1:171588506-171591151	+	0.737	0.737	0.737	0.737	0.499	0.499	0.499	24.87	5.24e-05	-23.800000000000004
inclusion	K	intron_retention	EDF1	chr9:136862497-136862905	-	0.103	0.103	0.103	0.103	0.334	0.334	0.334	24.81	5.38e-05	23.1
inclusion	N	cassette	SOD1	chr21:31663790-31663886	+	0.927	0.927	0.927	0.927	0.986	0.986	0.986	24.8	5.38e-05	5.8999999999999915
inclusion	N	alternative_acceptor	MAP4	chr3:47852939-47853162	-	0.331	0.331	0.331	0.331	0.194	0.194	0.194	24.79	5.38e-05	-13.7
inclusion	N	cassette	DAZAP1	chr19:1421151-1421258	+	0.775	0.775	0.775	0.775	0.992	0.992	0.992	24.79	5.38e-05	21.700000000000003
inclusion	K	coord_cassette	UBA2	chr19:34430093-34430186	+	0.826	0.826	0.826	0.826	0.494	0.494	0.494	24.73	5.52e-05	-33.199999999999996
inclusion	N	alternative_first_exon	KRT6C	chr12:52472281-52473197	-	0.958	0.958	0.958	0.958	0.259	0.259	0.259	24.69	5.61e-05	-69.89999999999999
inclusion	K	cassette	DDX50	chr10:68934199-68934360	+	0.952	0.952	0.952	0.952	0.76	0.76	0.76	24.46	6.28e-05	-19.19999999999999
inclusion	N	alternative_last_exon	PCM1	chr8:17972688-17985446	+	0.387	0.387	0.387	0.387	0.101	0.101	0.101	24.42	6.4e-05	-28.6
inclusion	K	intron_retention	SNHG1	chr11:62852437-62852655	-	0.8	0.8	0.8	0.8	0.933	0.933	0.933	24.31	6.73e-05	13.300000000000011
inclusion	N	alternative_acceptor	TCF3	chr19:1609600-1611703	-	0.236	0.236	0.236	0.236	0.081	0.081	0.081	24.19	7.09e-05	-15.499999999999998
inclusion	N	cassette	UBA2	chr19:34430576-34430659	+	0.964	0.964	0.964	0.964	0.846	0.846	0.846	24.2	7.09e-05	-11.799999999999997
inclusion	N	alternative_first_exon	IGF2BP2	chr3:185698348-185823152	-	0.896	0.896	0.896	0.896	0.978	0.978	0.978	24.1	7.42e-05	8.199999999999989
inclusion	N	cassette	DIAPH1	chr5:141571428-141571436	-	0.934	0.934	0.934	0.934	0.59	0.59	0.59	24.09	7.44e-05	-34.400000000000006
inclusion	N	intron_retention	RPS23	chr5:82276243-82276397	-	0.976	0.976	0.976	0.976	0.694	0.694	0.694	24.05	7.54e-05	-28.200000000000003
inclusion	K	intron_retention	ADCY3	chr2:24820849-24821516	-	0.038	0.038	0.038	0.038	0.139	0.139	0.139	24.01	7.67e-05	10.100000000000001
inclusion	N	cassette	HSDL2	chr9:112408907-112409021	+	0.872	0.872	0.872	0.872	0.995	0.995	0.995	24	7.67e-05	12.299999999999997
inclusion	K	alternative_first_exon	RPS3	chr11:75400586-75400693	+	0.009	0.009	0.009	0.009	0.001	0.001	0.001	23.89	8.09e-05	-0.7999999999999999
inclusion	K	intron_retention	IL1RAP	chr3:190629499-190644247	+	0.342	0.342	0.342	0.342	0.094	0.094	0.094	23.88	8.09e-05	-24.800000000000004
inclusion	N	alternative_acceptor	FKBP1B	chr2:24060927-24063063	+	0.548	0.548	0.548	0.548	0.328	0.328	0.328	23.85	8.16e-05	-22.0
inclusion	N	alternative_acceptor	MFSD2B	chr2:24060927-24063018	+	0.452	0.452	0.452	0.452	0.672	0.672	0.672	23.85	8.16e-05	22.0
inclusion	K	cassette	VKORC1	chr16:31092783-31092864	-	0.069	0.069	0.069	0.069	0.013	0.013	0.013	23.84	8.19e-05	-5.6000000000000005
inclusion	K	cassette	INSIG1	chr7:155303825-155303895	+	0.11	0.11	0.11	0.11	0.252	0.252	0.252	23.76	8.48e-05	14.2
inclusion	N	alternative_last_exon	ARRB2	chr17:4710745-4715972	+	0.383	0.383	0.383	0.383	0.698	0.698	0.698	23.74	8.56e-05	31.5
inclusion	K	cassette	CRELD1	chr3:9943902-9944095	+	0.348	0.348	0.348	0.348	0.158	0.158	0.158	23.72	8.6e-05	-18.999999999999996
inclusion	K	alternative_last_exon	TCAIM	chr3:44357877-44358216	+	0.701	0.701	0.701	0.701	0.911	0.911	0.911	23.67	8.76e-05	21.000000000000014
inclusion	K	intron_retention	PXN	chr12:120215274-120221622	-	0.16	0.16	0.16	0.16	0.069	0.069	0.069	23.67	8.76e-05	-9.1
inclusion	K	coord_cassette	ZNF185	chrX:152922720-152922809	+	0.619	0.619	0.619	0.619	0.847	0.847	0.847	23.62	8.9e-05	22.800000000000004
inclusion	K	intron_retention	ILK	chr11:6603823-6604225	+	0.276	0.276	0.276	0.276	0.13	0.13	0.13	23.62	8.9e-05	-14.600000000000001
inclusion	N	cassette	DPM1	chr20:50941129-50941209	-	0.181	0.181	0.181	0.181	0.06	0.06	0.06	23.63	8.9e-05	-12.099999999999998
inclusion	N	cassette	CTNND1	chr11:57794010-57794081	+	0.794	0.794	0.794	0.794	0.91	0.91	0.91	23.6	8.95e-05	11.599999999999994
inclusion	K	alternative_donor	WDR4	chr21:42863597-42873550	-	0.434	0.434	0.434	0.434	0.858	0.858	0.858	23.58	8.98e-05	42.4
inclusion	K	alternative_last_exon	PDHA1	chrX:19353174-19354490	+	0.979	0.979	0.979	0.979	0.899	0.899	0.899	23.56	9.06e-05	-7.999999999999986
inclusion	N	cassette	EXOSC9	chr4:121816144-121816194	+	0.405	0.405	0.405	0.405	0.134	0.134	0.134	23.29	0.000104	-27.1
inclusion	N	cassette	SLC66A3	chr2:11174968-11175009	+	0.432	0.432	0.432	0.432	0.7	0.7	0.7	23.28	0.000104	26.799999999999997
inclusion	K	coord_cassette	OPTN	chr10:13108138-13108289	+	0.094	0.094	0.094	0.094	0.238	0.238	0.238	23.27	0.000104	14.399999999999997
inclusion	K	cassette	AFDN	chr6:167913403-167913423	+	0.796	0.796	0.796	0.796	0.512	0.512	0.512	23.26	0.000104	-28.400000000000006
inclusion	N	cassette	ORC4	chr2:147975902-147975975	-	0.803	0.803	0.803	0.803	0.992	0.992	0.992	23.2	0.000107	18.89999999999999
inclusion	K	alternative_last_exon	TXNRD1	chr12:104287110-104288930	+	0.551	0.551	0.551	0.551	0.83	0.83	0.83	23.15	0.000109	27.9
inclusion	K	cassette	OSBPL3	chr7:24863200-24863292	-	0.106	0.106	0.106	0.106	0.412	0.412	0.412	23.16	0.000109	30.599999999999994
inclusion	N	alternative_donor	AL035458.2	chr20:34235031-34280521	-	0.941	0.941	0.941	0.941	0.986	0.986	0.986	22.99	0.000118	4.5
inclusion	N	cassette	CUTC	chr10:99750369-99750396	+	0.635	0.635	0.635	0.635	0.862	0.862	0.862	22.99	0.000118	22.700000000000003
inclusion	K	alternative_acceptor	TMED7-TICAM2	chr5:115581316-115616317	-	0.607	0.607	0.607	0.607	0.385	0.385	0.385	22.98	0.000118	-22.199999999999996
inclusion	N	alternative_acceptor	MKNK2	chr19:2039857-2040133	-	0.673	0.673	0.673	0.673	0.812	0.812	0.812	22.96	0.000118	13.899999999999991
inclusion	N	cassette	AP1G2	chr14:23561962-23562066	-	0.822	0.822	0.822	0.822	0.97	0.97	0.97	22.84	0.000126	14.800000000000011
inclusion	K	alternative_first_exon	CLTCL1	chr22:19183612-19187557	-	0.668	0.668	0.668	0.668	0.327	0.327	0.327	22.81	0.000127	-34.099999999999994
inclusion	K	cassette	MRPL52	chr14:22830964-22831037	+	0.108	0.108	0.108	0.108	0.029	0.029	0.029	22.76	0.000129	-7.9
inclusion	K	cassette	TMEM131	chr2:97794930-97795115	-	0.981	0.981	0.981	0.981	0.83	0.83	0.83	22.77	0.000129	-15.099999999999994
inclusion	K	cassette	MACF1	chr1:39465095-39465112	+	0.51	0.51	0.51	0.51	0.255	0.255	0.255	22.73	0.000131	-25.5
inclusion	N	cassette	MYO18A	chr17:29085604-29085648	-	0.673	0.673	0.673	0.673	0.401	0.401	0.401	22.7	0.000132	-27.20000000000001
inclusion	K	cassette	GFM2	chr5:74738502-74738642	-	0.995	0.995	0.995	0.995	0.876	0.876	0.876	22.68	0.000134	-11.900000000000006
inclusion	K	cassette	ZNF532	chr18:58954234-58954334	+	0.122	0.122	0.122	0.122	0.02	0.02	0.02	22.66	0.000135	-10.2
inclusion	N	cassette	HSDL2	chr9:112416841-112416944	+	0.781	0.781	0.781	0.781	0.966	0.966	0.966	22.63	0.000136	18.499999999999986
inclusion	N	cassette	ITGB6	chr2:160199179-160199258	-	0.98	0.98	0.98	0.98	0.852	0.852	0.852	22.58	0.000139	-12.799999999999997
inclusion	K	intron_retention	ZC3H11A	chr1:203795795-203801574	+	0.36	0.36	0.36	0.36	0.881	0.881	0.881	22.55	0.000141	52.099999999999994
inclusion	K	alternative_acceptor	MATR3	chr5:139322968-139325295	+	0.101	0.101	0.101	0.101	0.03	0.03	0.03	22.44	0.000148	-7.100000000000001
inclusion	N	alternative_last_exon	CAST	chr5:96727531-96729152	+	0.817	0.817	0.817	0.817	0.917	0.917	0.917	22.44	0.000148	10.000000000000014
inclusion	N	cassette	DPY19L4	chr8:94734630-94734754	+	0.557	0.557	0.557	0.557	0.925	0.925	0.925	22.44	0.000148	36.8
inclusion	N	alternative_acceptor	KRT8	chr12:52905080-52949455	-	0.403	0.403	0.403	0.403	0.665	0.665	0.665	22.33	0.000156	26.199999999999996
inclusion	K	cassette	SEC16A	chr9:136445052-136445111	-	0.717	0.717	0.717	0.717	0.507	0.507	0.507	22.25	0.000162	-21.0
inclusion	N	alternative_last_exon	POLG	chr15:89317472-89318540,chr15:89317477-89318540,chr15:89317537-89318540	-	0.943	0.943	0.943	0.943	0.994	0.994	0.994	22.22	0.000163	5.1000000000000085
inclusion	N	intron_retention	VAMP5	chr2:85581877-85591724	+	0.839	0.839	0.839	0.839	0.94	0.94	0.94	22.23	0.000163	10.100000000000009
inclusion	N	cassette	MFF	chr2:227342745-227342819	+	0.081	0.081	0.081	0.081	0.187	0.187	0.187	22.21	0.000164	10.6
inclusion	N	cassette	TEAD3	chr6:35480312-35480374	-	0.946	0.946	0.946	0.946	0.784	0.784	0.784	22.2	0.000164	-16.19999999999999
inclusion	N	alternative_last_exon	AC006453.3	chr2:89543837-89581005	-	0.38	0.38	0.38	0.38	0.161	0.161	0.161	22.19	0.000164	-21.9
inclusion	K	cassette	KDM4B	chr19:5119118-5119219	+	0.827	0.827	0.827	0.827	0.601	0.601	0.601	22.13	0.000169	-22.599999999999994
inclusion	K	alternative_last_exon	FBRSL1	chr12:132508351-132509165	+	0.501	0.501	0.501	0.501	0.748	0.748	0.748	22.11	0.000169	24.699999999999996
inclusion	N	cassette	CNIH1	chr14:54432108-54432220	-	0.893	0.893	0.893	0.893	0.967	0.967	0.967	22.11	0.000169	7.400000000000006
inclusion	N	cassette	TIMM9	chr14:58424008-58424095	-	0.7	0.7	0.7	0.7	0.859	0.859	0.859	22.09	0.000171	15.900000000000006
inclusion	K	cassette	TMX2	chr11:57737913-57738026	+	0.828	0.828	0.828	0.828	0.941	0.941	0.941	22.03	0.000176	11.299999999999997
inclusion	K	cassette	TERF1	chr8:73030336-73030395	+	0.393	0.393	0.393	0.393	0.743	0.743	0.743	22	0.000177	34.99999999999999
inclusion	K	alternative_first_exon	AGTRAP	chr1:11745838-11747439	+	0.898	0.898	0.898	0.898	0.969	0.969	0.969	21.99	0.000177	7.099999999999994
inclusion	N	alternative_first_exon	FN1	chr2:215372016-215373321	-	0.063	0.063	0.063	0.063	0.128	0.128	0.128	21.98	0.000178	6.500000000000001
inclusion	N	cassette	R3HDM2	chr12:57395749-57395818	-	0.861	0.861	0.861	0.861	0.988	0.988	0.988	21.98	0.000178	12.700000000000003
inclusion	N	cassette	S100A2	chr1:153563415-153563536	.	0.051	0.051	0.051	0.051	0.032	0.032	0.032	21.89	0.000185	-1.8999999999999995
inclusion	N	alternative_acceptor	TSPAN5	chr4:98478747-98482004	-	0.27	0.27	0.27	0.27	0.509	0.509	0.509	21.87	0.000187	23.9
inclusion	N	cassette	PTK2	chr8:140948666-140948723	-	0.261	0.261	0.261	0.261	0.101	0.101	0.101	21.82	0.000191	-16.0
inclusion	N	cassette	SLC35F2	chr11:107804718-107804770	-	0.993	0.993	0.993	0.993	0.867	0.867	0.867	21.82	0.000191	-12.599999999999994
inclusion	N	alternative_acceptor	CIRBP	chr19:1269411-1270927	+	0.899	0.899	0.899	0.899	0.976	0.976	0.976	21.8	0.000192	7.699999999999989
inclusion	N	alternative_acceptor	XPOT	chr12:64431824-64433413	+	0.896	0.896	0.896	0.896	0.994	0.994	0.994	21.77	0.000194	9.799999999999997
inclusion	K	alternative_last_exon	IKBIP	chr12:98626767-98634295	-	0.524	0.524	0.524	0.524	0.775	0.775	0.775	21.71	0.000199	25.099999999999994
inclusion	N	alternative_acceptor	DAB2IP	chr9:121770725-121772606	+	0.703	0.703	0.703	0.703	0.483	0.483	0.483	21.72	0.000199	-22.0
inclusion	K	cassette	ZNF185	chrX:152922720-152922809	+	0.526	0.526	0.526	0.526	0.705	0.705	0.705	21.55	0.000215	17.9
inclusion	N	alternative_last_exon	SLC20A2	chr8:42472655-42541537	-	0.796	0.796	0.796	0.796	0.431	0.431	0.431	21.55	0.000215	-36.50000000000001
inclusion	K	alternative_last_exon	URGCP	chr7:43887812-43906561,chr7:43887817-43906561	-	0.707	0.707	0.707	0.707	0.301	0.301	0.301	21.54	0.000215	-40.60000000000001
inclusion	K	alternative_last_exon	VRK3	chr19:49997571-50000789	-	0.814	0.814	0.814	0.814	0.953	0.953	0.953	21.52	0.000217	13.900000000000006
inclusion	N	alternative_first_exon	HMGCL	chr1:23808324-23810735	-	0.82	0.82	0.82	0.82	0.957	0.957	0.957	21.48	0.000221	13.700000000000003
inclusion	K	alternative_last_exon	LTA4H	chr12:96003921-96006313,chr12:96003982-96006313	-	0.883	0.883	0.883	0.883	0.758	0.758	0.758	21.45	0.000223	-12.5
inclusion	K	alternative_acceptor	LINC01503	chr9:129338918-129341735	+	0.695	0.695	0.695	0.695	0.508	0.508	0.508	21.4	0.000228	-18.700000000000003
inclusion	K	alternative_first_exon	SUPT5H	chr19:39458306-39458817	+	0.967	0.967	0.967	0.967	0.859	0.859	0.859	21.38	0.00023	-10.799999999999997
inclusion	K	alternative_last_exon	DST	chr6:56620716-56624529	-	0.921	0.921	0.921	0.921	0.797	0.797	0.797	21.32	0.000237	-12.400000000000006
inclusion	N	cassette	SAT1	chrX:23784294-23784403	+	0.071	0.071	0.071	0.071	0.03	0.03	0.03	21.28	0.000241	-4.1
inclusion	K	cassette	MED16	chr19:889638-889807	-	0.835	0.835	0.835	0.835	0.955	0.955	0.955	21.27	0.000241	12.0
inclusion	N	alternative_acceptor	UBL7	chr15:74448601-74449185	-	0.89	0.89	0.89	0.89	0.717	0.717	0.717	21.27	0.000241	-17.299999999999997
inclusion	K	cassette	SMARCAL1	chr2:216438420-216438485	+	0.894	0.894	0.894	0.894	0.99	0.99	0.99	21.25	0.000243	9.599999999999994
inclusion	K	cassette	ROBO1	chr3:78647629-78647655	-	0.314	0.314	0.314	0.314	0.591	0.591	0.591	21.2	0.000249	27.699999999999996
inclusion	K	alternative_first_exon	HNRNPR	chr1:23338609-23340851	-	0.493	0.493	0.493	0.493	0.704	0.704	0.704	21.19	0.000249	21.099999999999994
inclusion	N	cassette	CTDP1	chr18:79728907-79729069	+	0.426	0.426	0.426	0.426	0.715	0.715	0.715	21.15	0.000253	28.9
inclusion	N	cassette	DSN1	chr20:36771425-36771473	-	0.682	0.682	0.682	0.682	0.944	0.944	0.944	21.14	0.000254	26.19999999999999
inclusion	K	cassette	THOC5	chr22:29550728-29550843	-	0.371	0.371	0.371	0.371	0.153	0.153	0.153	21.08	0.000261	-21.800000000000004
inclusion	K	alternative_last_exon	CHAMP1	chr13:114321233-114323834,chr13:114321233-114323790,chr13:114321233-114323787	+	0.755	0.755	0.755	0.755	0.939	0.939	0.939	21.03	0.000266	18.39999999999999
inclusion	N	cassette	WNK1	chr12:871265-871348	+	0.289	0.289	0.289	0.289	0.471	0.471	0.471	21.04	0.000266	18.199999999999996
inclusion	K	alternative_first_exon	SMAD3	chr15:67125985-67164894	+	0.186	0.186	0.186	0.186	0.402	0.402	0.402	20.99	0.000271	21.6
inclusion	K	alternative_donor	TARDBP	chr1:11022178-11023192	+	0.177	0.177	0.177	0.177	0.026	0.026	0.026	20.97	0.000272	-15.1
inclusion	N	coord_cassette	SLC35F2	chr11:107804718-107804770	-	0.996	0.996	0.996	0.996	0.908	0.908	0.908	20.9	0.000282	-8.799999999999997
inclusion	K	alternative_last_exon	AACS	chr12:125134853-125136661	+	0.638	0.638	0.638	0.638	0.886	0.886	0.886	20.79	0.000298	24.79999999999999
inclusion	N	alternative_donor	MDFI	chr6:41638826-41646125	+	0.958	0.958	0.958	0.958	0.86	0.86	0.86	20.78	0.000299	-9.799999999999997
inclusion	N	cassette	ITGB6	chr2:160196216-160196420	-	0.981	0.981	0.981	0.981	0.882	0.882	0.882	20.69	0.000312	-9.899999999999991
inclusion	K	alternative_acceptor	WDR45B	chr17:82619129-82621608	-	0.745	0.745	0.745	0.745	0.894	0.894	0.894	20.67	0.000315	14.900000000000006
inclusion	N	cassette	TBRG1	chr11:124626473-124626609	+	0.23	0.23	0.23	0.23	0.462	0.462	0.462	20.66	0.000315	23.200000000000003
inclusion	K	cassette	RAB18	chr10:27531529-27531615	+	0.085	0.085	0.085	0.085	0.015	0.015	0.015	20.65	0.000316	-7.0
inclusion	N	alternative_first_exon	URGCP	chr7:43887486-43887789	-	0.825	0.825	0.825	0.825	0.519	0.519	0.519	20.64	0.000317	-30.6
inclusion	K	intron_retention	MKNK2	chr19:2037830-2040133	-	0.248	0.248	0.248	0.248	0.404	0.404	0.404	20.63	0.000318	15.600000000000005
inclusion	K	intron_retention	MAST4	chr5:67004692-67004951	+	0.459	0.459	0.459	0.459	0.76	0.76	0.76	20.61	0.00032	30.1
inclusion	K	alternative_last_exon	HMGCR	chr5:75354698-75355055	+	0.955	0.955	0.955	0.955	0.849	0.849	0.849	20.56	0.000327	-10.600000000000009
inclusion	N	alternative_first_exon	DHX38	chr16:72097782-72098644	+	0.986	0.986	0.986	0.986	0.857	0.857	0.857	20.56	0.000327	-12.899999999999991
inclusion	K	cassette	CHEK1	chr11:125627607-125627830	+	0.951	0.951	0.951	0.951	0.77	0.77	0.77	20.52	0.000332	-18.099999999999994
inclusion	K	cassette	PEX19	chr1:160283530-160283639	-	0.916	0.916	0.916	0.916	0.988	0.988	0.988	20.49	0.000336	7.199999999999989
