inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1D2.S28_mtdmso_b1	M1D3.S36_mtdmso_b1	M2D2.S26_mtdmso_b1	lr	padj	dpsi
inclusion	N	alternative_first_exon	HMGCL	chr1:23808324-23810735	-	0.821	0.821	0.821	0.821	0.955	0.955	0.955	29.01	8.04e-06	13.400000000000006
inclusion	K	cassette	CANT1	chr17:79000100-79000270	-	0.092	0.092	0.092	0.092	0.382	0.382	0.382	28.9	8.42e-06	29.000000000000004
inclusion	K	cassette	PFKM	chr12:48135291-48135383	+	0.859	0.859	0.859	0.859	0.716	0.716	0.716	28.76	9e-06	-14.300000000000011
inclusion	K	alternative_acceptor	SRP19	chr5:112864733-112867371	+	0.077	0.077	0.077	0.077	0.245	0.245	0.245	28.74	9.05e-06	16.8
inclusion	K	cassette	MRPL52	chr14:22830964-22831037	+	0.108	0.108	0.108	0.108	0.023	0.023	0.023	28.47	1.04e-05	-8.5
inclusion	K	alternative_first_exon	SHMT2	chr12:57229812-57230802	+	0.699	0.699	0.699	0.699	0.934	0.934	0.934	28.44	1.05e-05	23.500000000000014
inclusion	N	alternative_last_exon	HMGA2	chr12:65838570-65915058,chr12:65838570-65914719	+	0.403	0.403	0.403	0.403	0.643	0.643	0.643	28.33	1.1e-05	23.999999999999993
inclusion	K	alternative_last_exon	TCAIM	chr3:44357877-44358216	+	0.701	0.701	0.701	0.701	0.924	0.924	0.924	28.31	1.1e-05	22.30000000000001
inclusion	K	alternative_first_exon	SUN2	chr22:38752666-38754641	-	0.202	0.202	0.202	0.202	0.474	0.474	0.474	28.28	1.11e-05	27.199999999999996
inclusion	K	cassette	PRR3	chr6:30561328-30561508	+	0.91	0.91	0.91	0.91	0.56	0.56	0.56	28.19	1.17e-05	-34.99999999999999
inclusion	N	intron_retention	AC245041.2	chr10:47974904-47985854	-	0.95	0.95	0.95	0.95	0.604	0.604	0.604	28.17	1.17e-05	-34.6
inclusion	K	cassette	ITSN1	chr21:33826818-33826863	+	0.394	0.394	0.394	0.394	0.813	0.813	0.813	28.13	1.18e-05	41.9
inclusion	K	alternative_last_exon	AACS	chr12:125134853-125136661	+	0.638	0.638	0.638	0.638	0.907	0.907	0.907	28.07	1.22e-05	26.9
inclusion	K	coord_cassette	BID	chr22:17743803-17744013	-	0.704	0.704	0.704	0.704	0.984	0.984	0.984	27.96	1.28e-05	28.000000000000014
inclusion	K	alternative_first_exon	TACC2	chr10:122113234-122132608	+	0.778	0.778	0.778	0.778	0.385	0.385	0.385	27.94	1.29e-05	-39.3
inclusion	K	cassette	CD46	chr1:207767607-207767651	+	0.129	0.129	0.129	0.129	0.01	0.01	0.01	27.9	1.31e-05	-11.9
inclusion	N	cassette	SEC22B	chr1:120168840-120168949	-	0.868	0.868	0.868	0.868	0.995	0.995	0.995	27.74	1.41e-05	12.700000000000003
inclusion	K	cassette	BID	chr22:17743803-17744013	-	0.658	0.658	0.658	0.658	0.979	0.979	0.979	27.71	1.43e-05	32.099999999999994
inclusion	K	cassette	TMEM131	chr2:97794930-97795115	-	0.98	0.98	0.98	0.98	0.766	0.766	0.766	27.7	1.43e-05	-21.400000000000006
inclusion	K	alternative_first_exon	MCC	chr5:113151423-113294328	-	0.651	0.651	0.651	0.651	0.372	0.372	0.372	27.55	1.53e-05	-27.900000000000006
inclusion	K	alternative_acceptor	FMR1	chrX:147945617-147948682	+	0.438	0.438	0.438	0.438	0.122	0.122	0.122	27.41	1.64e-05	-31.599999999999998
inclusion	K	intron_retention	USP39	chr2:85648854-85649016	+	0.755	0.755	0.755	0.755	0.92	0.92	0.92	27.35	1.68e-05	16.5
inclusion	K	intron_retention	KHSRP	chr19:6414121-6415140	-	0.936	0.936	0.936	0.936	0.824	0.824	0.824	27.24	1.77e-05	-11.200000000000017
inclusion	K	cassette	DOCK9	chr13:98825872-98825940	-	0.529	0.529	0.529	0.529	0.188	0.188	0.188	27.2	1.79e-05	-34.10000000000001
inclusion	N	cassette	TMCO4	chr1:19745532-19745651	-	0.985	0.985	0.985	0.985	0.664	0.664	0.664	27.2	1.79e-05	-32.099999999999994
inclusion	N	alternative_donor	SNHG8	chr4:118279138-118279388	+	0.918	0.918	0.918	0.918	0.799	0.799	0.799	27.09	1.89e-05	-11.899999999999991
inclusion	K	alternative_first_exon	ARHGEF3	chr3:56773817-56801702	-	0.824	0.824	0.824	0.824	0.279	0.279	0.279	26.83	2.14e-05	-54.499999999999986
inclusion	K	alternative_acceptor	SART3	chr12:108544533-108545138	-	0.138	0.138	0.138	0.138	0.013	0.013	0.013	26.82	2.15e-05	-12.5
inclusion	N	cassette	BCL9L	chr11:118918826-118918879	-	0.637	0.637	0.637	0.637	0.849	0.849	0.849	26.72	2.25e-05	21.19999999999999
inclusion	K	cassette	AFDN	chr6:167913403-167913423	+	0.797	0.797	0.797	0.797	0.516	0.516	0.516	26.53	2.46e-05	-28.1
inclusion	N	cassette	ENTPD6	chr20:25206522-25206590	+	0.185	0.185	0.185	0.185	0.339	0.339	0.339	26.5	2.49e-05	15.400000000000006
inclusion	N	alternative_first_exon	RPS11	chr19:49496472-49497193	+	0.99	0.99	0.99	0.99	0.998	0.998	0.998	26.44	2.55e-05	0.7999999999999972
inclusion	N	alternative_last_exon	YIPF6	chrX:68522918-68531880	+	0.949	0.949	0.949	0.949	0.62	0.62	0.62	26.44	2.55e-05	-32.89999999999999
inclusion	K	alternative_first_exon	PDHA1	chrX:19354584-19355348	+	0.983	0.983	0.983	0.983	0.903	0.903	0.903	26.39	2.59e-05	-8.0
inclusion	N	alternative_acceptor	SAT2	chr17:7627415-7627552	-	0.978	0.978	0.978	0.978	0.816	0.816	0.816	26.4	2.59e-05	-16.200000000000003
inclusion	K	alternative_first_exon	TNPO2	chr19:12720991-12723248	-	0.644	0.644	0.644	0.644	0.36	0.36	0.36	26.31	2.69e-05	-28.400000000000006
inclusion	K	cassette	MED16	chr19:889638-889807	-	0.833	0.833	0.833	0.833	0.973	0.973	0.973	26.28	2.71e-05	14.0
inclusion	N	cassette	ACOT9	chrX:23734341-23734367	-	0.586	0.586	0.586	0.586	0.29	0.29	0.29	26.19	2.83e-05	-29.599999999999998
inclusion	K	alternative_acceptor	MED24	chr17:40053636-40054360	-	0.347	0.347	0.347	0.347	0.614	0.614	0.614	26.1	2.94e-05	26.700000000000003
inclusion	K	cassette	AXL	chr19:41239694-41239720	+	0.508	0.508	0.508	0.508	0.728	0.728	0.728	26.11	2.94e-05	22.0
inclusion	K	alternative_first_exon	RAB34	chr17:28716059-28716902	-	0.879	0.879	0.879	0.879	0.977	0.977	0.977	26.09	2.94e-05	9.799999999999997
inclusion	K	alternative_acceptor	ANAPC5	chr12:121328498-121330582	-	0.707	0.707	0.707	0.707	0.468	0.468	0.468	26.08	2.94e-05	-23.9
inclusion	K	cassette	ITGB4	chr17:75753765-75753974	+	0.015	0.015	0.015	0.015	0.045	0.045	0.045	26.05	2.96e-05	3.0
inclusion	K	alternative_last_exon	ZDHHC16	chr10:97446354-97450356	+	0.054	0.054	0.054	0.054	0.269	0.269	0.269	26.02	3e-05	21.5
inclusion	K	alternative_acceptor	RPL22L1	chr3:170868202-170868297	-	0.386	0.386	0.386	0.386	0.582	0.582	0.582	25.86	3.25e-05	19.599999999999994
inclusion	K	cassette	NUMB	chr14:73279281-73279424	-	0.277	0.277	0.277	0.277	0.105	0.105	0.105	25.83	3.29e-05	-17.200000000000003
inclusion	K	cassette	STRAP	chr12:15883541-15883676	+	0.995	0.995	0.995	0.995	0.925	0.925	0.925	25.79	3.33e-05	-7.0
inclusion	K	alternative_donor	RACK1	chr5:181241640-181242169	-	0.005	0.005	0.005	0.005	0.001	0.001	0.001	25.76	3.37e-05	-0.4
inclusion	N	alternative_first_exon	NCOR2	chr12:124495369-124518139	-	0.095	0.095	0.095	0.095	0.445	0.445	0.445	25.67	3.52e-05	35.0
inclusion	K	cassette	SLC37A2	chr11:125084234-125084319	+	0.876	0.876	0.876	0.876	0.679	0.679	0.679	25.42	3.98e-05	-19.69999999999999
inclusion	N	alternative_acceptor	PPP1R12C	chr19:55096336-55098783	-	0.821	0.821	0.821	0.821	0.994	0.994	0.994	25.4	4.01e-05	17.30000000000001
inclusion	N	alternative_last_exon	MARS1	chr12:57504721-57516592	.	0.679	0.679	0.679	0.679	0.365	0.365	0.365	25.28	4.24e-05	-31.400000000000006
inclusion	K	alternative_acceptor	LINC01503	chr9:129338918-129341735	+	0.695	0.695	0.695	0.695	0.487	0.487	0.487	25.22	4.35e-05	-20.800000000000004
inclusion	K	intron_retention	PDGFA	chr7:498575-500430	-	0.556	0.556	0.556	0.556	0.166	0.166	0.166	25.21	4.35e-05	-39.00000000000001
inclusion	N	alternative_donor	MRPL14	chr6:44116630-44127343	-	0.746	0.746	0.746	0.746	0.398	0.398	0.398	25.21	4.35e-05	-34.79999999999999
inclusion	N	alternative_acceptor	CASP8	chr2:201258155-201266460	+	0.895	0.895	0.895	0.895	0.322	0.322	0.322	25.02	4.78e-05	-57.3
inclusion	K	alternative_first_exon	SINHCAF	chr12:31298225-31326023	-	0.595	0.595	0.595	0.595	0.387	0.387	0.387	25.01	4.78e-05	-20.799999999999997
inclusion	N	intron_retention	KDM1A	chr1:23082367-23082449	+	0.31	0.31	0.31	0.31	0.052	0.052	0.052	24.9	5.05e-05	-25.8
inclusion	K	intron_retention	PRKCSH	chr19:11449429-11450645	+	0.116	0.116	0.116	0.116	0.226	0.226	0.226	24.88	5.07e-05	11.0
inclusion	K	intron_retention	RNF39	chr6:30073249-30073455	-	0.586	0.586	0.586	0.586	0.217	0.217	0.217	24.8	5.25e-05	-36.89999999999999
inclusion	K	alternative_first_exon	PBX3	chr9:125915928-125929654	+	0.84	0.84	0.84	0.84	0.994	0.994	0.994	24.73	5.43e-05	15.400000000000006
inclusion	N	cassette	WBP1	chr2:74458832-74458919	+	0.179	0.179	0.179	0.179	0.054	0.054	0.054	24.72	5.43e-05	-12.499999999999998
inclusion	K	alternative_first_exon	TMEM91	chr19:41376855-41378280	+	0.733	0.733	0.733	0.733	0.98	0.98	0.98	24.65	5.61e-05	24.700000000000003
inclusion	N	cassette	SH3D19	chr4:151144220-151144288	-	0.182	0.182	0.182	0.182	0.465	0.465	0.465	24.52	5.99e-05	28.3
inclusion	N	alternative_acceptor	PICALM	chr11:85981989-85983865	-	0.513	0.513	0.513	0.513	0.25	0.25	0.25	24.46	6.14e-05	-26.300000000000004
inclusion	N	cassette	OPTN	chr10:13108138-13108289	+	0.315	0.315	0.315	0.315	0.478	0.478	0.478	24.34	6.52e-05	16.299999999999997
inclusion	N	cassette	SOD1	chr21:31663790-31663886	+	0.927	0.927	0.927	0.927	0.986	0.986	0.986	24.17	7.08e-05	5.8999999999999915
inclusion	N	intron_retention	FAM160B2	chr8:22102063-22102174	+	0.469	0.469	0.469	0.469	0.967	0.967	0.967	24.16	7.08e-05	49.800000000000004
inclusion	K	intron_retention	ARG2	chr14:67648184-67650714	+	0.192	0.192	0.192	0.192	0.467	0.467	0.467	24.06	7.39e-05	27.500000000000004
inclusion	N	alternative_acceptor	TSPAN5	chr4:98478747-98482004	-	0.272	0.272	0.272	0.272	0.57	0.57	0.57	24.06	7.39e-05	29.79999999999999
inclusion	K	cassette	MARCHF7	chr2:159764626-159764674	+	0.869	0.869	0.869	0.869	0.58	0.58	0.58	23.98	7.67e-05	-28.900000000000013
inclusion	K	intron_retention	RNF39	chr6:30071692-30073156	-	0.362	0.362	0.362	0.362	0.085	0.085	0.085	23.87	8.1e-05	-27.699999999999996
inclusion	N	alternative_donor	nogene	chr16:68575896-68579814	+	0.927	0.927	0.927	0.927	0.506	0.506	0.506	23.86	8.13e-05	-42.1
inclusion	N	cassette	INF2	chr14:104715284-104715340	+	0.896	0.896	0.896	0.896	0.976	0.976	0.976	23.83	8.22e-05	7.999999999999986
inclusion	N	alternative_last_exon	NASP	chr1:45606592-45607320	+	0.822	0.822	0.822	0.822	0.566	0.566	0.566	23.75	8.51e-05	-25.599999999999994
inclusion	K	alternative_acceptor	MATR3	chr5:139322968-139325295	+	0.101	0.101	0.101	0.101	0.025	0.025	0.025	23.74	8.51e-05	-7.600000000000001
inclusion	K	intron_retention	SNHG5	chr6:85678189-85678693	-	0.164	0.164	0.164	0.164	0.061	0.061	0.061	23.71	8.61e-05	-10.300000000000002
inclusion	N	alternative_last_exon	RPL28	chr19:55386694-55387929	+	0.961	0.961	0.961	0.961	0.986	0.986	0.986	23.68	8.74e-05	2.5
inclusion	K	alternative_acceptor	RACK1	chr5:181241640-181242169	-	0.896	0.896	0.896	0.896	0.686	0.686	0.686	23.66	8.76e-05	-21.0
inclusion	K	intron_retention	UPP1	chr7:48089419-48090249	+	0.604	0.604	0.604	0.604	0.807	0.807	0.807	23.58	9.1e-05	20.300000000000004
inclusion	K	alternative_first_exon	SPEG	chr2:219444060-219444652	+	0.751	0.751	0.751	0.751	0.4	0.4	0.4	23.57	9.14e-05	-35.099999999999994
inclusion	N	alternative_first_exon	FAM53B	chr10:124706888-124744012	-	0.666	0.666	0.666	0.666	0.899	0.899	0.899	23.56	9.15e-05	23.299999999999997
inclusion	N	alternative_acceptor	NOP16	chr5:176384375-176385220	-	0.717	0.717	0.717	0.717	0.546	0.546	0.546	23.48	9.47e-05	-17.1
inclusion	N	alternative_acceptor	SSH3	chr11:67303692-67304117	+	0.761	0.761	0.761	0.761	0.913	0.913	0.913	23.44	9.65e-05	15.200000000000003
inclusion	K	alternative_first_exon	TANGO2	chr22:20053552-20055942	+	0.344	0.344	0.344	0.344	0.65	0.65	0.65	23.42	9.7e-05	30.6
inclusion	K	intron_retention	CDH3	chr16:68695924-68698092	+	0.332	0.332	0.332	0.332	0.617	0.617	0.617	23.39	9.83e-05	28.5
inclusion	K	intron_retention	NOP16	chr5:176384284-176385220	-	0.529	0.529	0.529	0.529	0.324	0.324	0.324	23.37	9.89e-05	-20.500000000000007
inclusion	N	cassette	RHBDD2	chr7:75881365-75881486	+	0.327	0.327	0.327	0.327	0.564	0.564	0.564	23.16	0.00011	23.69999999999999
inclusion	K	alternative_last_exon	CRYZ	chr1:74707205-74710097	-	0.663	0.663	0.663	0.663	0.292	0.292	0.292	23.13	0.000111	-37.099999999999994
inclusion	K	intron_retention	MFSD10	chr4:2933945-2934768	-	0.328	0.328	0.328	0.328	0.132	0.132	0.132	23.08	0.000114	-19.6
inclusion	N	cassette	CSDE1	chr1:114737471-114737563	-	0.234	0.234	0.234	0.234	0.119	0.119	0.119	23.07	0.000114	-11.500000000000004
inclusion	K	intron_retention	AL590617.2	chr6:138692618-138694392	+	0.5	0.5	0.5	0.5	0.051	0.051	0.051	22.98	0.000119	-44.9
inclusion	N	cassette	ITGB6	chr2:160199179-160199258	-	0.981	0.981	0.981	0.981	0.878	0.878	0.878	22.98	0.000119	-10.299999999999997
inclusion	N	alternative_last_exon	NAP1L1	chr12:76074240-76084566	-	0.957	0.957	0.957	0.957	0.861	0.861	0.861	22.97	0.000119	-9.600000000000009
inclusion	K	alternative_acceptor	ALKBH2	chr12:109092938-109093246	-	0.687	0.687	0.687	0.687	0.416	0.416	0.416	22.9	0.000122	-27.1
inclusion	K	alternative_donor	ADAR	chr1:154589929-154590183	-	0.861	0.861	0.861	0.861	0.725	0.725	0.725	22.9	0.000122	-13.599999999999994
inclusion	K	intron_retention	HCFC1R1	chr16:3023969-3024180	-	0.903	0.903	0.903	0.903	0.719	0.719	0.719	22.91	0.000122	-18.400000000000006
inclusion	K	intron_retention	NR1D1	chr17:40093283-40093911	-	0.179	0.179	0.179	0.179	0.421	0.421	0.421	22.87	0.000123	24.200000000000003
inclusion	K	alternative_first_exon	RPS3	chr11:75400586-75400693	+	0.009	0.009	0.009	0.009	0.001	0.001	0.001	22.85	0.000123	-0.7999999999999999
inclusion	N	alternative_first_exon	SQSTM1	chr5:179821142-179822957	+	0.83	0.83	0.83	0.83	0.925	0.925	0.925	22.85	0.000123	9.5
inclusion	N	cassette	PDGFA	chr7:500431-500499	-	0.036	0.036	0.036	0.036	0.139	0.139	0.139	22.68	0.000134	10.300000000000002
inclusion	K	alternative_first_exon	SRPK2	chr7:105203786-105268805	-	0.276	0.276	0.276	0.276	0.559	0.559	0.559	22.41	0.000154	28.300000000000004
inclusion	K	intron_retention	WSB1	chr17:27306883-27309099	+	0.63	0.63	0.63	0.63	0.08	0.08	0.08	22.38	0.000156	-55.0
inclusion	K	intron_retention	RPL17-C18orf32	chr18:49491585-49491735	-	0.421	0.421	0.421	0.421	0.618	0.618	0.618	22.33	0.000159	19.699999999999996
inclusion	N	cassette	OPTN	chr10:13108962-13109015	+	0.09	0.09	0.09	0.09	0.209	0.209	0.209	22.31	0.00016	11.899999999999999
inclusion	K	cassette	ADGRL1	chr19:14152133-14152150	-	0.981	0.981	0.981	0.981	0.657	0.657	0.657	22.3	0.000161	-32.39999999999999
inclusion	N	alternative_acceptor	SMYD5	chr2:73218970-73220050	+	0.725	0.725	0.725	0.725	0.896	0.896	0.896	22.29	0.000161	17.10000000000001
inclusion	N	alternative_donor	DAB2IP	chr9:121783443-121783535	+	0.742	0.742	0.742	0.742	0.581	0.581	0.581	22.28	0.000161	-16.10000000000001
inclusion	N	cassette	PTK2	chr8:140948666-140948723	-	0.263	0.263	0.263	0.263	0.075	0.075	0.075	22.28	0.000161	-18.8
inclusion	K	intron_retention	HMGA2	chr12:65838570-65915058	+	0.142	0.142	0.142	0.142	0.007	0.007	0.007	22.27	0.000161	-13.5
inclusion	K	alternative_acceptor	PROM2	chr2:95289007-95289223	+	0.852	0.852	0.852	0.852	0.962	0.962	0.962	22.15	0.00017	11.0
inclusion	K	cassette	MARK2	chr11:63906088-63906114	+	0.203	0.203	0.203	0.203	0.072	0.072	0.072	22.14	0.000171	-13.100000000000001
inclusion	N	alternative_donor	THOC3	chr5:175918173-175961050	-	0.004	0.004	0.004	0.004	0.097	0.097	0.097	22.13	0.000171	9.3
inclusion	K	cassette	C11orf1	chr11:111883136-111883202	+	0.763	0.763	0.763	0.763	0.92	0.92	0.92	22.11	0.000172	15.700000000000003
inclusion	N	intron_retention	VAMP5	chr2:85581877-85591724	+	0.839	0.839	0.839	0.839	0.935	0.935	0.935	22.1	0.000173	9.600000000000009
inclusion	K	alternative_acceptor	WDR45B	chr17:82619129-82621608	-	0.745	0.745	0.745	0.745	0.905	0.905	0.905	21.99	0.000182	16.0
inclusion	K	cassette	NPRL3	chr16:117301-117375	-	0.442	0.442	0.442	0.442	0.643	0.643	0.643	21.98	0.000182	20.099999999999994
inclusion	K	cassette	TRERF1	chr6:42263320-42263568	-	0.985	0.985	0.985	0.985	0.744	0.744	0.744	21.9	0.000189	-24.099999999999994
inclusion	K	cassette	HMCES	chr3:129288854-129288997	+	0.95	0.95	0.95	0.95	0.998	0.998	0.998	21.87	0.000192	4.799999999999997
inclusion	K	intron_retention	NAP1L1	chr12:76047719-76048392	-	0.092	0.092	0.092	0.092	0.188	0.188	0.188	21.87	0.000192	9.600000000000001
inclusion	K	cassette	ACACA	chr17:37210467-37210490	-	0.85	0.85	0.85	0.85	0.994	0.994	0.994	21.85	0.000193	14.400000000000006
inclusion	K	alternative_acceptor	SUGP1	chr19:19303848-19305848	-	0.87	0.87	0.87	0.87	0.972	0.972	0.972	21.74	0.000202	10.200000000000003
inclusion	K	cassette	ASPH	chr8:61643945-61644001	-	0.984	0.984	0.984	0.984	0.904	0.904	0.904	21.75	0.000202	-8.0
inclusion	N	cassette	UFD1	chr22:19475068-19475100	-	0.79	0.79	0.79	0.79	0.927	0.927	0.927	21.74	0.000202	13.700000000000003
inclusion	N	cassette	KARS1	chr16:75644283-75644462	-	0.22	0.22	0.22	0.22	0.117	0.117	0.117	21.7	0.000206	-10.299999999999999
inclusion	K	alternative_first_exon	SESN1	chr6:109002344-109009358	-	0.525	0.525	0.525	0.525	0.894	0.894	0.894	21.68	0.000207	36.900000000000006
inclusion	N	alternative_acceptor	UBL7	chr15:74448601-74449185	-	0.89	0.89	0.89	0.89	0.724	0.724	0.724	21.66	0.000208	-16.60000000000001
inclusion	N	intron_retention	MRNIP	chr5:179837886-179839582	-	0.969	0.969	0.969	0.969	0.797	0.797	0.797	21.66	0.000208	-17.19999999999999
inclusion	N	alternative_first_exon	IGF2BP2	chr3:185698348-185823152	-	0.895	0.895	0.895	0.895	0.985	0.985	0.985	21.57	0.000217	9.0
inclusion	K	alternative_first_exon	SIAH1	chr16:48362431-48365386	-	0.154	0.154	0.154	0.154	0.511	0.511	0.511	21.39	0.000238	35.7
inclusion	N	cassette	ERCC1	chr19:45449173-45449244	-	0.643	0.643	0.643	0.643	0.946	0.946	0.946	21.38	0.000238	30.299999999999997
inclusion	K	cassette	ARID1B	chr6:157036835-157036876	+	0.265	0.265	0.265	0.265	0.591	0.591	0.591	21.37	0.000239	32.599999999999994
inclusion	K	cassette	LONP2	chr16:48256610-48256741	+	0.957	0.957	0.957	0.957	0.812	0.812	0.812	21.29	0.000248	-14.5
inclusion	N	alternative_last_exon	XPNPEP1	chr10:109907816-109923401	-	0.135	0.135	0.135	0.135	0.011	0.011	0.011	21.27	0.00025	-12.4
inclusion	K	coord_cassette	ZNF185	chrX:152922720-152922809	+	0.619	0.619	0.619	0.619	0.84	0.84	0.84	21.23	0.000255	22.1
inclusion	K	intron_retention	IL1RAP	chr3:190629499-190644247	+	0.342	0.342	0.342	0.342	0.08	0.08	0.08	21.14	0.000265	-26.200000000000003
inclusion	K	alternative_acceptor	WDR54	chr2:74421817-74422119	+	0.133	0.133	0.133	0.133	0.042	0.042	0.042	21.01	0.000282	-9.100000000000001
inclusion	N	alternative_last_exon	KDM6B	chr17:7853381-7853497	+	0.858	0.858	0.858	0.858	0.983	0.983	0.983	21.01	0.000282	12.5
inclusion	N	alternative_last_exon	PCID2	chr13:113181231-113184345	-	0.797	0.797	0.797	0.797	0.992	0.992	0.992	21.02	0.000282	19.5
inclusion	N	alternative_donor	AL035458.2	chr20:34235031-34280521	-	0.94	0.94	0.94	0.94	0.987	0.987	0.987	21	0.000282	4.700000000000003
inclusion	K	alternative_first_exon	PML	chr15:74032716-74033155	+	0.466	0.466	0.466	0.466	0.653	0.653	0.653	20.87	0.000299	18.699999999999996
inclusion	K	alternative_last_exon	SEPTIN6	chrX:119625380-119629317,chrX:119625397-119629317	-	0.104	0.104	0.104	0.104	0.423	0.423	0.423	20.87	0.000299	31.9
inclusion	K	cassette	SERPINB1	chr6:2841216-2841475	-	0.07	0.07	0.07	0.07	0.003	0.003	0.003	20.88	0.000299	-6.700000000000001
inclusion	K	cassette	PEX19	chr1:160283530-160283639	-	0.914	0.914	0.914	0.914	0.992	0.992	0.992	20.83	0.000305	7.799999999999997
inclusion	K	cassette	R3HDM1	chr2:135616668-135616757	+	0.234	0.234	0.234	0.234	0.587	0.587	0.587	20.78	0.000311	35.3
inclusion	K	alternative_last_exon	TAF9	chr5:69365755-69366502	-	0.756	0.756	0.756	0.756	0.881	0.881	0.881	20.75	0.000315	12.5
inclusion	N	cassette	EXOSC1	chr10:97443237-97443311	-	0.891	0.891	0.891	0.891	0.749	0.749	0.749	20.73	0.000317	-14.199999999999989
inclusion	K	alternative_acceptor	BCL2L1	chr20:31722349-31723734	-	0.706	0.706	0.706	0.706	0.42	0.42	0.42	20.71	0.000319	-28.599999999999994
inclusion	N	alternative_last_exon	TM7SF3	chr12:26979937-26980565	-	0.755	0.755	0.755	0.755	0.887	0.887	0.887	20.66	0.000328	13.200000000000003
inclusion	K	alternative_last_exon	AC132008.2	chr3:197614623-197615563	-	0.905	0.905	0.905	0.905	0.529	0.529	0.529	20.63	0.000331	-37.599999999999994
inclusion	K	alternative_acceptor	SCAF4	chr21:31685241-31685397	-	0.558	0.558	0.558	0.558	0.321	0.321	0.321	20.54	0.000347	-23.700000000000003
inclusion	K	intron_retention	ALKBH2	chr12:109092788-109093246	-	0.631	0.631	0.631	0.631	0.358	0.358	0.358	20.52	0.000347	-27.300000000000004
inclusion	N	cassette	CD59	chr11:33731424-33731468	-	0.208	0.208	0.208	0.208	0.102	0.102	0.102	20.52	0.000347	-10.600000000000001
inclusion	N	intron_retention	SPEN	chr1:15937391-15937486	+	0.849	0.849	0.849	0.849	0.982	0.982	0.982	20.5	0.00035	13.300000000000011
inclusion	N	alternative_acceptor	RNF126	chr19:649053-649678	-	0.104	0.104	0.104	0.104	0.029	0.029	0.029	20.45	0.000358	-7.5
inclusion	K	alternative_first_exon	BAG6	chr6:31651777-31652079,chr6:31651777-31652060,chr6:31651777-31651901,chr6:31651777-31651865	-	0.052	0.052	0.052	0.052	0.132	0.132	0.132	20.29	0.000386	8.0
inclusion	K	mutually_exclusive	PRKAR2A	chr3:48751719-48752175,chr3:48752318-48765003	-	0.733	0.733	0.733	0.733	0.124	0.124	0.124	20.29	0.000386	-60.9
inclusion	N	alternative_acceptor	ZDHHC7	chr16:84988655-84988797	-	0.733	0.733	0.733	0.733	0.246	0.246	0.246	20.29	0.000386	-48.699999999999996
inclusion	K	alternative_first_exon	ATXN2	chr12:111452841-111453676	-	0.715	0.715	0.715	0.715	0.907	0.907	0.907	20.27	0.000388	19.200000000000003
inclusion	K	cassette	ST7	chr7:117134124-117134192	+	0.324	0.324	0.324	0.324	0.148	0.148	0.148	20.23	0.000396	-17.6
inclusion	K	cassette	BCORL1	chrX:130024990-130025379	+	0.748	0.748	0.748	0.748	0.962	0.962	0.962	20.22	0.000396	21.400000000000006
inclusion	N	cassette	OCIAD2	chr4:48899829-48899925	-	0.837	0.837	0.837	0.837	0.929	0.929	0.929	20.17	0.000406	9.200000000000003
inclusion	K	cassette	WIPI2	chr7:5193118-5193171	+	0.233	0.233	0.233	0.233	0.094	0.094	0.094	20.11	0.000418	-13.9
inclusion	K	alternative_last_exon	AK6	chr5:69355954-69366502	-	0.242	0.242	0.242	0.242	0.119	0.119	0.119	20.08	0.000422	-12.3
inclusion	K	alternative_first_exon	RGS3	chr9:113594339-113594429	+	0.202	0.202	0.202	0.202	0.546	0.546	0.546	20.06	0.000427	34.4
inclusion	K	intron_retention	DAB2IP	chr9:121782402-121783535	+	0.708	0.708	0.708	0.708	0.551	0.551	0.551	19.96	0.000448	-15.699999999999996
inclusion	N	cassette	PRKAR2A	chr3:48756379-48756444	-	0.888	0.888	0.888	0.888	0.987	0.987	0.987	19.94	0.00045	9.900000000000006
inclusion	K	cassette	THOC5	chr22:29550728-29550843	-	0.371	0.371	0.371	0.371	0.16	0.16	0.16	19.91	0.000456	-21.1
inclusion	K	alternative_acceptor	BBS1	chr11:66519749-66520778	+	0.544	0.544	0.544	0.544	0.275	0.275	0.275	19.9	0.000458	-26.900000000000002
inclusion	K	alternative_first_exon	DCAF11	chr14:24115393-24115542	+	0.396	0.396	0.396	0.396	0.65	0.65	0.65	19.86	0.000465	25.4
inclusion	K	intron_retention	PKM	chr15:72200656-72203021	-	0.171	0.171	0.171	0.171	0.056	0.056	0.056	19.78	0.000486	-11.5
